

Critical Current 	   22.7 [A] 
Maximum density 	 6.406e+011 [molecules/m3]
Average density at 1.000 [A] in [molecules/m3] 	 H2 :	 2.60e+010, CH4:	 2.73e+010, CO :	 1.39e+008, CO2:	 1.21e+008 
Average density at Ib=0 in [molecules/m3] 	 H2 :	 2.59e+010, CH4:	 2.60e+010, CO :	 1.31e+008, CO2:	 1.16e+008 
Total Length [m] 	  H2 density at zero current [molecules/m3]	 CH4 density at zero current [molecules/m3]	 CO density at zero current [molecules/m3]	 CO2 density at zero current [molecules/m3]	 H2 density at Set Current [molecules/m3]	 CH4 density at Set Current [molecules/m3]	 CO density at Set Current [molecules/m3]	 CO2 density at Set Current [molecules/m3]	
1.332 	 7.9053e+009 	 2.6625e+010 	 5.3917e+007 	 6.7555e+007 	 7.9221e+009 	 2.8019e+010 	 5.4225e+007 	 6.7749e+007
1.341 	 7.9191e+009 	 2.6625e+010 	 5.3917e+007 	 6.7555e+007 	 7.9360e+009 	 2.8018e+010 	 5.4225e+007 	 6.7749e+007
 1.35 	 7.9332e+009 	 2.6624e+010 	 5.3917e+007 	 6.7555e+007 	 7.9501e+009 	 2.8017e+010 	 5.4225e+007 	 6.7749e+007
1.359 	 7.9476e+009 	 2.6623e+010 	 5.3917e+007 	 6.7555e+007 	 7.9646e+009 	 2.8016e+010 	 5.4225e+007 	 6.7749e+007
1.369 	 7.9623e+009 	 2.6623e+010 	 5.3917e+007 	 6.7555e+007 	 7.9793e+009 	 2.8015e+010 	 5.4225e+007 	 6.7749e+007
1.369 	 7.9623e+009 	 2.6623e+010 	 5.3917e+007 	 6.7555e+007 	 7.9793e+009 	 2.8015e+010 	 5.4225e+007 	 6.7749e+007
1.378 	 7.9773e+009 	 2.6622e+010 	 5.3917e+007 	 6.7555e+007 	 7.9943e+009 	 2.8014e+010 	 5.4225e+007 	 6.7749e+007
1.387 	 7.9926e+009 	 2.6621e+010 	 5.3917e+007 	 6.7555e+007 	 8.0096e+009 	 2.8013e+010 	 5.4225e+007 	 6.7749e+007
1.397 	 8.0082e+009 	 2.6620e+010 	 5.3917e+007 	 6.7555e+007 	 8.0252e+009 	 2.8012e+010 	 5.4225e+007 	 6.7749e+007
1.406 	 8.0241e+009 	 2.6620e+010 	 5.3917e+007 	 6.7555e+007 	 8.0411e+009 	 2.8012e+010 	 5.4225e+007 	 6.7749e+007
1.415 	 8.0403e+009 	 2.6619e+010 	 5.3917e+007 	 6.7555e+007 	 8.0574e+009 	 2.8011e+010 	 5.4225e+007 	 6.7749e+007
1.425 	 8.0568e+009 	 2.6618e+010 	 5.3917e+007 	 6.7555e+007 	 8.0739e+009 	 2.8010e+010 	 5.4225e+007 	 6.7749e+007
1.434 	 8.0737e+009 	 2.6618e+010 	 5.3917e+007 	 6.7555e+007 	 8.0908e+009 	 2.8009e+010 	 5.4225e+007 	 6.7749e+007
1.443 	 8.0909e+009 	 2.6617e+010 	 5.3917e+007 	 6.7555e+007 	 8.1081e+009 	 2.8008e+010 	 5.4225e+007 	 6.7749e+007
1.453 	 8.1084e+009 	 2.6616e+010 	 5.3917e+007 	 6.7555e+007 	 8.1256e+009 	 2.8007e+010 	 5.4225e+007 	 6.7749e+007
1.462 	 8.1263e+009 	 2.6615e+010 	 5.3917e+007 	 6.7555e+007 	 8.1436e+009 	 2.8006e+010 	 5.4225e+007 	 6.7749e+007
1.471 	 8.1445e+009 	 2.6615e+010 	 5.3917e+007 	 6.7555e+007 	 8.1618e+009 	 2.8005e+010 	 5.4225e+007 	 6.7749e+007
 1.48 	 8.1632e+009 	 2.6614e+010 	 5.3917e+007 	 6.7555e+007 	 8.1805e+009 	 2.8004e+010 	 5.4225e+007 	 6.7750e+007
 1.49 	 8.1821e+009 	 2.6613e+010 	 5.3917e+007 	 6.7555e+007 	 8.1995e+009 	 2.8003e+010 	 5.4225e+007 	 6.7750e+007
1.499 	 8.2015e+009 	 2.6612e+010 	 5.3917e+007 	 6.7555e+007 	 8.2189e+009 	 2.8002e+010 	 5.4225e+007 	 6.7750e+007
1.508 	 8.2213e+009 	 2.6612e+010 	 5.3917e+007 	 6.7555e+007 	 8.2387e+009 	 2.8000e+010 	 5.4225e+007 	 6.7750e+007
1.518 	 8.2414e+009 	 2.6611e+010 	 5.3917e+007 	 6.7555e+007 	 8.2589e+009 	 2.7999e+010 	 5.4225e+007 	 6.7750e+007
1.527 	 8.2619e+009 	 2.6610e+010 	 5.3917e+007 	 6.7555e+007 	 8.2795e+009 	 2.7998e+010 	 5.4225e+007 	 6.7750e+007
1.536 	 8.2829e+009 	 2.6609e+010 	 5.3917e+007 	 6.7555e+007 	 8.3005e+009 	 2.7997e+010 	 5.4225e+007 	 6.7750e+007
1.546 	 8.3043e+009 	 2.6608e+010 	 5.3917e+007 	 6.7555e+007 	 8.3219e+009 	 2.7996e+010 	 5.4225e+007 	 6.7750e+007
1.555 	 8.3261e+009 	 2.6608e+010 	 5.3917e+007 	 6.7555e+007 	 8.3437e+009 	 2.7995e+010 	 5.4225e+007 	 6.7750e+007
1.564 	 8.3483e+009 	 2.6607e+010 	 5.3917e+007 	 6.7555e+007 	 8.3660e+009 	 2.7994e+010 	 5.4225e+007 	 6.7750e+007
1.574 	 8.3710e+009 	 2.6606e+010 	 5.3917e+007 	 6.7555e+007 	 8.3887e+009 	 2.7993e+010 	 5.4225e+007 	 6.7750e+007
1.583 	 8.3941e+009 	 2.6605e+010 	 5.3917e+007 	 6.7555e+007 	 8.4119e+009 	 2.7992e+010 	 5.4225e+007 	 6.7750e+007
1.592 	 8.4177e+009 	 2.6605e+010 	 5.3917e+007 	 6.7555e+007 	 8.4355e+009 	 2.7991e+010 	 5.4225e+007 	 6.7750e+007
1.602 	 8.4417e+009 	 2.6604e+010 	 5.3917e+007 	 6.7555e+007 	 8.4596e+009 	 2.7990e+010 	 5.4226e+007 	 6.7750e+007
1.611 	 8.4663e+009 	 2.6603e+010 	 5.3917e+007 	 6.7555e+007 	 8.4842e+009 	 2.7989e+010 	 5.4226e+007 	 6.7750e+007
 1.62 	 8.4913e+009 	 2.6602e+010 	 5.3917e+007 	 6.7555e+007 	 8.5092e+009 	 2.7988e+010 	 5.4226e+007 	 6.7750e+007
1.629 	 8.5168e+009 	 2.6601e+010 	 5.3917e+007 	 6.7555e+007 	 8.5348e+009 	 2.7986e+010 	 5.4226e+007 	 6.7750e+007
1.639 	 8.5428e+009 	 2.6600e+010 	 5.3917e+007 	 6.7555e+007 	 8.5609e+009 	 2.7985e+010 	 5.4226e+007 	 6.7750e+007
1.648 	 8.5694e+009 	 2.6600e+010 	 5.3917e+007 	 6.7555e+007 	 8.5875e+009 	 2.7984e+010 	 5.4226e+007 	 6.7750e+007
1.657 	 8.5964e+009 	 2.6599e+010 	 5.3917e+007 	 6.7555e+007 	 8.6146e+009 	 2.7983e+010 	 5.4226e+007 	 6.7750e+007
1.667 	 8.6241e+009 	 2.6598e+010 	 5.3917e+007 	 6.7555e+007 	 8.6423e+009 	 2.7982e+010 	 5.4226e+007 	 6.7750e+007
1.676 	 8.6522e+009 	 2.6597e+010 	 5.3917e+007 	 6.7555e+007 	 8.6705e+009 	 2.7981e+010 	 5.4226e+007 	 6.7750e+007
1.685 	 8.6809e+009 	 2.6596e+010 	 5.3917e+007 	 6.7555e+007 	 8.6992e+009 	 2.7980e+010 	 5.4226e+007 	 6.7750e+007
1.695 	 8.7102e+009 	 2.6595e+010 	 5.3917e+007 	 6.7555e+007 	 8.7286e+009 	 2.7978e+010 	 5.4226e+007 	 6.7750e+007
1.704 	 8.7401e+009 	 2.6594e+010 	 5.3917e+007 	 6.7555e+007 	 8.7585e+009 	 2.7977e+010 	 5.4226e+007 	 6.7750e+007
1.713 	 8.7706e+009 	 2.6594e+010 	 5.3917e+007 	 6.7555e+007 	 8.7891e+009 	 2.7976e+010 	 5.4226e+007 	 6.7750e+007
1.723 	 8.8016e+009 	 2.6593e+010 	 5.3917e+007 	 6.7555e+007 	 8.8202e+009 	 2.7975e+010 	 5.4226e+007 	 6.7750e+007
1.732 	 8.8333e+009 	 2.6592e+010 	 5.3917e+007 	 6.7555e+007 	 8.8519e+009 	 2.7974e+010 	 5.4226e+007 	 6.7750e+007
1.741 	 8.8657e+009 	 2.6591e+010 	 5.3917e+007 	 6.7555e+007 	 8.8843e+009 	 2.7973e+010 	 5.4226e+007 	 6.7750e+007
1.751 	 8.8986e+009 	 2.6590e+010 	 5.3917e+007 	 6.7555e+007 	 8.9173e+009 	 2.7971e+010 	 5.4226e+007 	 6.7750e+007
 1.76 	 8.9322e+009 	 2.6589e+010 	 5.3917e+007 	 6.7555e+007 	 8.9510e+009 	 2.7970e+010 	 5.4226e+007 	 6.7750e+007
1.769 	 8.9665e+009 	 2.6588e+010 	 5.3917e+007 	 6.7555e+007 	 8.9854e+009 	 2.7969e+010 	 5.4226e+007 	 6.7750e+007
1.778 	 9.0015e+009 	 2.6587e+010 	 5.3917e+007 	 6.7555e+007 	 9.0204e+009 	 2.7968e+010 	 5.4226e+007 	 6.7750e+007
1.788 	 9.0372e+009 	 2.6586e+010 	 5.3917e+007 	 6.7555e+007 	 9.0562e+009 	 2.7966e+010 	 5.4226e+007 	 6.7750e+007
1.797 	 9.0735e+009 	 2.6586e+010 	 5.3917e+007 	 6.7555e+007 	 9.0926e+009 	 2.7965e+010 	 5.4226e+007 	 6.7750e+007
1.806 	 9.1106e+009 	 2.6585e+010 	 5.3917e+007 	 6.7555e+007 	 9.1298e+009 	 2.7964e+010 	 5.4226e+007 	 6.7750e+007
1.816 	 9.1485e+009 	 2.6584e+010 	 5.3917e+007 	 6.7555e+007 	 9.1677e+009 	 2.7963e+010 	 5.4226e+007 	 6.7750e+007
1.825 	 9.1870e+009 	 2.6583e+010 	 5.3917e+007 	 6.7555e+007 	 9.2063e+009 	 2.7961e+010 	 5.4226e+007 	 6.7750e+007
1.825 	 9.1870e+009 	 2.6583e+010 	 5.3917e+007 	 6.7555e+007 	 9.2063e+009 	 2.7961e+010 	 5.4226e+007 	 6.7750e+007
1.834 	 9.2264e+009 	 2.6582e+010 	 5.3917e+007 	 6.7555e+007 	 9.2458e+009 	 2.7960e+010 	 5.4226e+007 	 6.7750e+007
1.844 	 9.2665e+009 	 2.6581e+010 	 5.3917e+007 	 6.7555e+007 	 9.2860e+009 	 2.7959e+010 	 5.4226e+007 	 6.7750e+007
1.853 	 9.3075e+009 	 2.6580e+010 	 5.3917e+007 	 6.7555e+007 	 9.3270e+009 	 2.7958e+010 	 5.4226e+007 	 6.7750e+007
1.862 	 9.3492e+009 	 2.6579e+010 	 5.3917e+007 	 6.7555e+007 	 9.3688e+009 	 2.7956e+010 	 5.4226e+007 	 6.7750e+007
1.872 	 9.3918e+009 	 2.6578e+010 	 5.3917e+007 	 6.7555e+007 	 9.4115e+009 	 2.7955e+010 	 5.4226e+007 	 6.7750e+007
1.881 	 9.4352e+009 	 2.6577e+010 	 5.3917e+007 	 6.7555e+007 	 9.4550e+009 	 2.7954e+010 	 5.4226e+007 	 6.7750e+007
 1.89 	 9.4795e+009 	 2.6576e+010 	 5.3917e+007 	 6.7555e+007 	 9.4993e+009 	 2.7953e+010 	 5.4226e+007 	 6.7750e+007
1.899 	 9.5247e+009 	 2.6575e+010 	 5.3917e+007 	 6.7555e+007 	 9.5446e+009 	 2.7951e+010 	 5.4227e+007 	 6.7750e+007
1.909 	 9.5707e+009 	 2.6574e+010 	 5.3917e+007 	 6.7555e+007 	 9.5907e+009 	 2.7950e+010 	 5.4227e+007 	 6.7750e+007
1.918 	 9.6177e+009 	 2.6573e+010 	 5.3917e+007 	 6.7555e+007 	 9.6378e+009 	 2.7949e+010 	 5.4227e+007 	 6.7751e+007
1.927 	 9.6656e+009 	 2.6572e+010 	 5.3917e+007 	 6.7555e+007 	 9.6858e+009 	 2.7947e+010 	 5.4227e+007 	 6.7751e+007
1.937 	 9.7145e+009 	 2.6571e+010 	 5.3917e+007 	 6.7555e+007 	 9.7347e+009 	 2.7946e+010 	 5.4227e+007 	 6.7751e+007
1.946 	 9.7643e+009 	 2.6570e+010 	 5.3917e+007 	 6.7555e+007 	 9.7847e+009 	 2.7945e+010 	 5.4227e+007 	 6.7751e+007
1.955 	 9.8151e+009 	 2.6569e+010 	 5.3917e+007 	 6.7555e+007 	 9.8356e+009 	 2.7943e+010 	 5.4227e+007 	 6.7751e+007
1.965 	 9.8670e+009 	 2.6568e+010 	 5.3917e+007 	 6.7555e+007 	 9.8875e+009 	 2.7942e+010 	 5.4227e+007 	 6.7751e+007
1.974 	 9.9198e+009 	 2.6567e+010 	 5.3917e+007 	 6.7555e+007 	 9.9405e+009 	 2.7941e+010 	 5.4227e+007 	 6.7751e+007
1.983 	 9.9737e+009 	 2.6566e+010 	 5.3917e+007 	 6.7555e+007 	 9.9945e+009 	 2.7939e+010 	 5.4227e+007 	 6.7751e+007
1.993 	 1.0029e+010 	 2.6565e+010 	 5.3917e+007 	 6.7555e+007 	 1.0050e+010 	 2.7938e+010 	 5.4227e+007 	 6.7751e+007
2.002 	 1.0085e+010 	 2.6564e+010 	 5.3917e+007 	 6.7555e+007 	 1.0106e+010 	 2.7936e+010 	 5.4227e+007 	 6.7751e+007
2.011 	 1.0142e+010 	 2.6563e+010 	 5.3917e+007 	 6.7555e+007 	 1.0163e+010 	 2.7935e+010 	 5.4227e+007 	 6.7751e+007
2.021 	 1.0200e+010 	 2.6562e+010 	 5.3917e+007 	 6.7555e+007 	 1.0222e+010 	 2.7934e+010 	 5.4227e+007 	 6.7751e+007
 2.03 	 1.0260e+010 	 2.6561e+010 	 5.3917e+007 	 6.7555e+007 	 1.0281e+010 	 2.7932e+010 	 5.4227e+007 	 6.7751e+007
2.039 	 1.0320e+010 	 2.6560e+010 	 5.3917e+007 	 6.7555e+007 	 1.0342e+010 	 2.7931e+010 	 5.4227e+007 	 6.7751e+007
2.048 	 1.0382e+010 	 2.6559e+010 	 5.3917e+007 	 6.7555e+007 	 1.0404e+010 	 2.7929e+010 	 5.4227e+007 	 6.7751e+007
2.058 	 1.0445e+010 	 2.6558e+010 	 5.3917e+007 	 6.7555e+007 	 1.0467e+010 	 2.7928e+010 	 5.4227e+007 	 6.7751e+007
2.067 	 1.0510e+010 	 2.6557e+010 	 5.3917e+007 	 6.7555e+007 	 1.0532e+010 	 2.7927e+010 	 5.4228e+007 	 6.7751e+007
2.076 	 1.0575e+010 	 2.6556e+010 	 5.3917e+007 	 6.7555e+007 	 1.0597e+010 	 2.7925e+010 	 5.4228e+007 	 6.7751e+007
2.086 	 1.0642e+010 	 2.6555e+010 	 5.3917e+007 	 6.7555e+007 	 1.0664e+010 	 2.7924e+010 	 5.4228e+007 	 6.7751e+007
2.095 	 1.0711e+010 	 2.6554e+010 	 5.3917e+007 	 6.7555e+007 	 1.0733e+010 	 2.7922e+010 	 5.4228e+007 	 6.7751e+007
2.104 	 1.0780e+010 	 2.6553e+010 	 5.3917e+007 	 6.7555e+007 	 1.0803e+010 	 2.7921e+010 	 5.4228e+007 	 6.7751e+007
2.114 	 1.0851e+010 	 2.6552e+010 	 5.3917e+007 	 6.7555e+007 	 1.0874e+010 	 2.7919e+010 	 5.4228e+007 	 6.7751e+007
2.123 	 1.0924e+010 	 2.6551e+010 	 5.3917e+007 	 6.7555e+007 	 1.0946e+010 	 2.7918e+010 	 5.4228e+007 	 6.7752e+007
2.132 	 1.0998e+010 	 2.6550e+010 	 5.3917e+007 	 6.7555e+007 	 1.1020e+010 	 2.7917e+010 	 5.4228e+007 	 6.7752e+007
2.142 	 1.1073e+010 	 2.6549e+010 	 5.3917e+007 	 6.7555e+007 	 1.1096e+010 	 2.7915e+010 	 5.4228e+007 	 6.7752e+007
2.151 	 1.1150e+010 	 2.6547e+010 	 5.3917e+007 	 6.7555e+007 	 1.1173e+010 	 2.7914e+010 	 5.4228e+007 	 6.7752e+007
 2.16 	 1.1228e+010 	 2.6546e+010 	 5.3917e+007 	 6.7555e+007 	 1.1251e+010 	 2.7912e+010 	 5.4228e+007 	 6.7752e+007
 2.17 	 1.1308e+010 	 2.6545e+010 	 5.3917e+007 	 6.7555e+007 	 1.1331e+010 	 2.7911e+010 	 5.4228e+007 	 6.7752e+007
2.179 	 1.1389e+010 	 2.6544e+010 	 5.3917e+007 	 6.7555e+007 	 1.1413e+010 	 2.7909e+010 	 5.4229e+007 	 6.7752e+007
2.188 	 1.1472e+010 	 2.6543e+010 	 5.3917e+007 	 6.7555e+007 	 1.1496e+010 	 2.7908e+010 	 5.4229e+007 	 6.7752e+007
2.197 	 1.1557e+010 	 2.6542e+010 	 5.3917e+007 	 6.7555e+007 	 1.1581e+010 	 2.7906e+010 	 5.4229e+007 	 6.7752e+007
2.207 	 1.1644e+010 	 2.6541e+010 	 5.3917e+007 	 6.7555e+007 	 1.1668e+010 	 2.7905e+010 	 5.4229e+007 	 6.7752e+007
2.216 	 1.1732e+010 	 2.6540e+010 	 5.3917e+007 	 6.7555e+007 	 1.1756e+010 	 2.7903e+010 	 5.4229e+007 	 6.7752e+007
2.225 	 1.1822e+010 	 2.6539e+010 	 5.3917e+007 	 6.7555e+007 	 1.1846e+010 	 2.7902e+010 	 5.4229e+007 	 6.7752e+007
2.235 	 1.1913e+010 	 2.6537e+010 	 5.3917e+007 	 6.7555e+007 	 1.1938e+010 	 2.7900e+010 	 5.4229e+007 	 6.7752e+007
2.244 	 1.2007e+010 	 2.6536e+010 	 5.3917e+007 	 6.7555e+007 	 1.2031e+010 	 2.7898e+010 	 5.4229e+007 	 6.7752e+007
2.253 	 1.2102e+010 	 2.6535e+010 	 5.3917e+007 	 6.7555e+007 	 1.2127e+010 	 2.7897e+010 	 5.4229e+007 	 6.7752e+007
2.263 	 1.2200e+010 	 2.6534e+010 	 5.3917e+007 	 6.7555e+007 	 1.2224e+010 	 2.7895e+010 	 5.4229e+007 	 6.7753e+007
2.272 	 1.2299e+010 	 2.6533e+010 	 5.3917e+007 	 6.7555e+007 	 1.2324e+010 	 2.7894e+010 	 5.4230e+007 	 6.7753e+007
2.281 	 1.2400e+010 	 2.6532e+010 	 5.3917e+007 	 6.7555e+007 	 1.2425e+010 	 2.7892e+010 	 5.4230e+007 	 6.7753e+007
2.281 	 1.2400e+010 	 2.6532e+010 	 5.3917e+007 	 6.7555e+007 	 1.2425e+010 	 2.7892e+010 	 5.4230e+007 	 6.7753e+007
2.291 	 1.2503e+010 	 2.6531e+010 	 5.3917e+007 	 6.7555e+007 	 1.2529e+010 	 2.7891e+010 	 5.4230e+007 	 6.7753e+007
  2.3 	 1.2608e+010 	 2.6529e+010 	 5.3917e+007 	 6.7555e+007 	 1.2634e+010 	 2.7889e+010 	 5.4230e+007 	 6.7753e+007
2.309 	 1.2716e+010 	 2.6528e+010 	 5.3917e+007 	 6.7555e+007 	 1.2741e+010 	 2.7887e+010 	 5.4230e+007 	 6.7753e+007
2.318 	 1.2825e+010 	 2.6527e+010 	 5.3917e+007 	 6.7555e+007 	 1.2851e+010 	 2.7886e+010 	 5.4230e+007 	 6.7753e+007
2.328 	 1.2937e+010 	 2.6526e+010 	 5.3917e+007 	 6.7555e+007 	 1.2963e+010 	 2.7884e+010 	 5.4230e+007 	 6.7753e+007
2.337 	 1.3050e+010 	 2.6525e+010 	 5.3917e+007 	 6.7555e+007 	 1.3077e+010 	 2.7883e+010 	 5.4230e+007 	 6.7753e+007
2.346 	 1.3167e+010 	 2.6523e+010 	 5.3917e+007 	 6.7555e+007 	 1.3193e+010 	 2.7881e+010 	 5.4231e+007 	 6.7753e+007
2.356 	 1.3285e+010 	 2.6522e+010 	 5.3917e+007 	 6.7555e+007 	 1.3312e+010 	 2.7879e+010 	 5.4231e+007 	 6.7753e+007
2.365 	 1.3406e+010 	 2.6521e+010 	 5.3917e+007 	 6.7555e+007 	 1.3433e+010 	 2.7878e+010 	 5.4231e+007 	 6.7754e+007
2.374 	 1.3529e+010 	 2.6520e+010 	 5.3917e+007 	 6.7555e+007 	 1.3556e+010 	 2.7876e+010 	 5.4231e+007 	 6.7754e+007
2.384 	 1.3654e+010 	 2.6519e+010 	 5.3917e+007 	 6.7555e+007 	 1.3682e+010 	 2.7875e+010 	 5.4231e+007 	 6.7754e+007
2.393 	 1.3782e+010 	 2.6517e+010 	 5.3917e+007 	 6.7555e+007 	 1.3810e+010 	 2.7873e+010 	 5.4231e+007 	 6.7754e+007
2.402 	 1.3913e+010 	 2.6516e+010 	 5.3917e+007 	 6.7555e+007 	 1.3941e+010 	 2.7871e+010 	 5.4231e+007 	 6.7754e+007
2.412 	 1.4046e+010 	 2.6515e+010 	 5.3917e+007 	 6.7555e+007 	 1.4075e+010 	 2.7870e+010 	 5.4232e+007 	 6.7754e+007
2.421 	 1.4182e+010 	 2.6514e+010 	 5.3917e+007 	 6.7555e+007 	 1.4211e+010 	 2.7868e+010 	 5.4232e+007 	 6.7754e+007
 2.43 	 1.4321e+010 	 2.6513e+010 	 5.3917e+007 	 6.7555e+007 	 1.4350e+010 	 2.7866e+010 	 5.4232e+007 	 6.7754e+007
 2.44 	 1.4462e+010 	 2.6511e+010 	 5.3917e+007 	 6.7555e+007 	 1.4491e+010 	 2.7865e+010 	 5.4232e+007 	 6.7754e+007
2.449 	 1.4606e+010 	 2.6510e+010 	 5.3917e+007 	 6.7555e+007 	 1.4636e+010 	 2.7863e+010 	 5.4232e+007 	 6.7755e+007
2.458 	 1.4753e+010 	 2.6509e+010 	 5.3917e+007 	 6.7555e+007 	 1.4783e+010 	 2.7861e+010 	 5.4232e+007 	 6.7755e+007
2.467 	 1.4903e+010 	 2.6508e+010 	 5.3917e+007 	 6.7555e+007 	 1.4933e+010 	 2.7859e+010 	 5.4233e+007 	 6.7755e+007
2.477 	 1.5056e+010 	 2.6506e+010 	 5.3917e+007 	 6.7555e+007 	 1.5086e+010 	 2.7858e+010 	 5.4233e+007 	 6.7755e+007
2.486 	 1.5212e+010 	 2.6505e+010 	 5.3917e+007 	 6.7555e+007 	 1.5242e+010 	 2.7856e+010 	 5.4233e+007 	 6.7755e+007
2.495 	 1.5371e+010 	 2.6504e+010 	 5.3917e+007 	 6.7555e+007 	 1.5402e+010 	 2.7854e+010 	 5.4233e+007 	 6.7755e+007
2.505 	 1.5533e+010 	 2.6503e+010 	 5.3917e+007 	 6.7555e+007 	 1.5564e+010 	 2.7853e+010 	 5.4233e+007 	 6.7755e+007
2.514 	 1.5698e+010 	 2.6501e+010 	 5.3917e+007 	 6.7555e+007 	 1.5730e+010 	 2.7851e+010 	 5.4234e+007 	 6.7756e+007
2.523 	 1.5867e+010 	 2.6500e+010 	 5.3917e+007 	 6.7555e+007 	 1.5899e+010 	 2.7849e+010 	 5.4234e+007 	 6.7756e+007
2.533 	 1.6039e+010 	 2.6499e+010 	 5.3917e+007 	 6.7555e+007 	 1.6071e+010 	 2.7847e+010 	 5.4234e+007 	 6.7756e+007
2.542 	 1.6215e+010 	 2.6497e+010 	 5.3917e+007 	 6.7555e+007 	 1.6247e+010 	 2.7846e+010 	 5.4234e+007 	 6.7756e+007
2.551 	 1.6394e+010 	 2.6496e+010 	 5.3917e+007 	 6.7555e+007 	 1.6426e+010 	 2.7844e+010 	 5.4234e+007 	 6.7756e+007
2.561 	 1.6576e+010 	 2.6495e+010 	 5.3917e+007 	 6.7555e+007 	 1.6609e+010 	 2.7842e+010 	 5.4235e+007 	 6.7756e+007
 2.57 	 1.6762e+010 	 2.6494e+010 	 5.3917e+007 	 6.7555e+007 	 1.6796e+010 	 2.7840e+010 	 5.4235e+007 	 6.7756e+007
2.579 	 1.6952e+010 	 2.6492e+010 	 5.3917e+007 	 6.7555e+007 	 1.6986e+010 	 2.7839e+010 	 5.4235e+007 	 6.7757e+007
2.589 	 1.7145e+010 	 2.6491e+010 	 5.3917e+007 	 6.7555e+007 	 1.7180e+010 	 2.7837e+010 	 5.4235e+007 	 6.7757e+007
2.598 	 1.7343e+010 	 2.6490e+010 	 5.3917e+007 	 6.7555e+007 	 1.7377e+010 	 2.7835e+010 	 5.4236e+007 	 6.7757e+007
2.607 	 1.7544e+010 	 2.6488e+010 	 5.3917e+007 	 6.7555e+007 	 1.7579e+010 	 2.7833e+010 	 5.4236e+007 	 6.7757e+007
2.616 	 1.7750e+010 	 2.6487e+010 	 5.3917e+007 	 6.7555e+007 	 1.7785e+010 	 2.7831e+010 	 5.4236e+007 	 6.7757e+007
2.626 	 1.7959e+010 	 2.6486e+010 	 5.3917e+007 	 6.7555e+007 	 1.7995e+010 	 2.7830e+010 	 5.4236e+007 	 6.7758e+007
2.635 	 1.8172e+010 	 2.6484e+010 	 5.3917e+007 	 6.7555e+007 	 1.8208e+010 	 2.7828e+010 	 5.4237e+007 	 6.7758e+007
2.644 	 1.8390e+010 	 2.6483e+010 	 5.3917e+007 	 6.7555e+007 	 1.8427e+010 	 2.7826e+010 	 5.4237e+007 	 6.7758e+007
2.654 	 1.8612e+010 	 2.6482e+010 	 5.3917e+007 	 6.7555e+007 	 1.8649e+010 	 2.7824e+010 	 5.4237e+007 	 6.7758e+007
2.663 	 1.8839e+010 	 2.6480e+010 	 5.3917e+007 	 6.7555e+007 	 1.8876e+010 	 2.7822e+010 	 5.4237e+007 	 6.7758e+007
2.672 	 1.9070e+010 	 2.6479e+010 	 5.3917e+007 	 6.7555e+007 	 1.9108e+010 	 2.7821e+010 	 5.4238e+007 	 6.7759e+007
2.682 	 1.9306e+010 	 2.6478e+010 	 5.3917e+007 	 6.7555e+007 	 1.9344e+010 	 2.7819e+010 	 5.4238e+007 	 6.7759e+007
2.691 	 1.9546e+010 	 2.6476e+010 	 5.3917e+007 	 6.7555e+007 	 1.9584e+010 	 2.7817e+010 	 5.4238e+007 	 6.7759e+007
  2.7 	 1.9791e+010 	 2.6475e+010 	 5.3917e+007 	 6.7555e+007 	 1.9830e+010 	 2.7815e+010 	 5.4239e+007 	 6.7759e+007
 2.71 	 2.0041e+010 	 2.6473e+010 	 5.3917e+007 	 6.7555e+007 	 2.0080e+010 	 2.7813e+010 	 5.4239e+007 	 6.7759e+007
2.719 	 2.0296e+010 	 2.6472e+010 	 5.3917e+007 	 6.7555e+007 	 2.0336e+010 	 2.7811e+010 	 5.4239e+007 	 6.7760e+007
2.728 	 2.0556e+010 	 2.6471e+010 	 5.3917e+007 	 6.7555e+007 	 2.0596e+010 	 2.7809e+010 	 5.4239e+007 	 6.7760e+007
2.737 	 2.0821e+010 	 2.6469e+010 	 5.3917e+007 	 6.7555e+007 	 2.0862e+010 	 2.7807e+010 	 5.4240e+007 	 6.7760e+007
2.737 	 2.0821e+010 	 2.6469e+010 	 5.3917e+007 	 6.7555e+007 	 2.0862e+010 	 2.7807e+010 	 5.4240e+007 	 6.7760e+007
2.747 	 2.1091e+010 	 2.6468e+010 	 5.3917e+007 	 6.7555e+007 	 2.1133e+010 	 2.7806e+010 	 5.4240e+007 	 6.7760e+007
2.756 	 2.1367e+010 	 2.6466e+010 	 5.3917e+007 	 6.7555e+007 	 2.1409e+010 	 2.7804e+010 	 5.4240e+007 	 6.7761e+007
2.765 	 2.1648e+010 	 2.6465e+010 	 5.3917e+007 	 6.7555e+007 	 2.1691e+010 	 2.7802e+010 	 5.4241e+007 	 6.7761e+007
2.775 	 2.1935e+010 	 2.6464e+010 	 5.3917e+007 	 6.7555e+007 	 2.1978e+010 	 2.7800e+010 	 5.4241e+007 	 6.7761e+007
2.784 	 2.2228e+010 	 2.6462e+010 	 5.3917e+007 	 6.7555e+007 	 2.2271e+010 	 2.7798e+010 	 5.4242e+007 	 6.7761e+007
2.793 	 2.2526e+010 	 2.6461e+010 	 5.3917e+007 	 6.7555e+007 	 2.2570e+010 	 2.7796e+010 	 5.4242e+007 	 6.7762e+007
