

Critical Current 	   22.7 [A] 
Maximum density 	 6.406e+011 [molecules/m3]
Average density at 1.000 [A] in [molecules/m3] 	 H2 :	 2.60e+010, CH4:	 2.73e+010, CO :	 1.39e+008, CO2:	 1.21e+008 
Average density at Ib=0 in [molecules/m3] 	 H2 :	 2.59e+010, CH4:	 2.60e+010, CO :	 1.31e+008, CO2:	 1.16e+008 
Total Length [m] 	  H2 density at zero current [molecules/m3]	 CH4 density at zero current [molecules/m3]	 CO density at zero current [molecules/m3]	 CO2 density at zero current [molecules/m3]	 H2 density at Set Current [molecules/m3]	 CH4 density at Set Current [molecules/m3]	 CO density at Set Current [molecules/m3]	 CO2 density at Set Current [molecules/m3]	
13.48 	 7.3735e+009 	 1.2986e+010 	 5.3917e+007 	 6.7555e+007 	 7.3790e+009 	 1.3530e+010 	 5.4029e+007 	 6.7626e+007
13.49 	 7.3764e+009 	 1.2971e+010 	 5.3917e+007 	 6.7555e+007 	 7.3820e+009 	 1.3514e+010 	 5.4029e+007 	 6.7626e+007
 13.5 	 7.3795e+009 	 1.2956e+010 	 5.3917e+007 	 6.7555e+007 	 7.3850e+009 	 1.3498e+010 	 5.4029e+007 	 6.7626e+007
13.52 	 7.3826e+009 	 1.2941e+010 	 5.3917e+007 	 6.7555e+007 	 7.3881e+009 	 1.3482e+010 	 5.4028e+007 	 6.7626e+007
13.53 	 7.3858e+009 	 1.2926e+010 	 5.3917e+007 	 6.7555e+007 	 7.3912e+009 	 1.3466e+010 	 5.4028e+007 	 6.7626e+007
13.54 	 7.3890e+009 	 1.2910e+010 	 5.3917e+007 	 6.7555e+007 	 7.3945e+009 	 1.3450e+010 	 5.4028e+007 	 6.7626e+007
13.55 	 7.3923e+009 	 1.2895e+010 	 5.3917e+007 	 6.7555e+007 	 7.3978e+009 	 1.3434e+010 	 5.4028e+007 	 6.7626e+007
13.57 	 7.3957e+009 	 1.2880e+010 	 5.3917e+007 	 6.7555e+007 	 7.4011e+009 	 1.3418e+010 	 5.4028e+007 	 6.7626e+007
13.58 	 7.3991e+009 	 1.2865e+010 	 5.3917e+007 	 6.7555e+007 	 7.4045e+009 	 1.3402e+010 	 5.4028e+007 	 6.7625e+007
13.59 	 7.4026e+009 	 1.2850e+010 	 5.3917e+007 	 6.7555e+007 	 7.4080e+009 	 1.3386e+010 	 5.4028e+007 	 6.7625e+007
 13.6 	 7.4062e+009 	 1.2835e+010 	 5.3917e+007 	 6.7555e+007 	 7.4116e+009 	 1.3369e+010 	 5.4028e+007 	 6.7625e+007
13.61 	 7.4098e+009 	 1.2820e+010 	 5.3917e+007 	 6.7555e+007 	 7.4152e+009 	 1.3353e+010 	 5.4027e+007 	 6.7625e+007
13.63 	 7.4135e+009 	 1.2804e+010 	 5.3917e+007 	 6.7555e+007 	 7.4190e+009 	 1.3337e+010 	 5.4027e+007 	 6.7625e+007
13.64 	 7.4173e+009 	 1.2789e+010 	 5.3917e+007 	 6.7555e+007 	 7.4227e+009 	 1.3321e+010 	 5.4027e+007 	 6.7625e+007
13.65 	 7.4212e+009 	 1.2774e+010 	 5.3917e+007 	 6.7555e+007 	 7.4266e+009 	 1.3305e+010 	 5.4027e+007 	 6.7625e+007
13.66 	 7.4252e+009 	 1.2759e+010 	 5.3917e+007 	 6.7555e+007 	 7.4305e+009 	 1.3289e+010 	 5.4027e+007 	 6.7625e+007
13.68 	 7.4292e+009 	 1.2744e+010 	 5.3917e+007 	 6.7555e+007 	 7.4346e+009 	 1.3273e+010 	 5.4027e+007 	 6.7625e+007
13.69 	 7.4333e+009 	 1.2729e+010 	 5.3917e+007 	 6.7555e+007 	 7.4387e+009 	 1.3257e+010 	 5.4027e+007 	 6.7625e+007
 13.7 	 7.4375e+009 	 1.2713e+010 	 5.3917e+007 	 6.7555e+007 	 7.4428e+009 	 1.3241e+010 	 5.4027e+007 	 6.7625e+007
13.71 	 7.4418e+009 	 1.2698e+010 	 5.3917e+007 	 6.7555e+007 	 7.4471e+009 	 1.3225e+010 	 5.4027e+007 	 6.7625e+007
13.73 	 7.4461e+009 	 1.2683e+010 	 5.3917e+007 	 6.7555e+007 	 7.4514e+009 	 1.3209e+010 	 5.4026e+007 	 6.7625e+007
13.74 	 7.4505e+009 	 1.2668e+010 	 5.3917e+007 	 6.7555e+007 	 7.4559e+009 	 1.3192e+010 	 5.4026e+007 	 6.7625e+007
13.75 	 7.4551e+009 	 1.2653e+010 	 5.3917e+007 	 6.7555e+007 	 7.4604e+009 	 1.3176e+010 	 5.4026e+007 	 6.7624e+007
13.76 	 7.4597e+009 	 1.2637e+010 	 5.3917e+007 	 6.7555e+007 	 7.4650e+009 	 1.3160e+010 	 5.4026e+007 	 6.7624e+007
13.77 	 7.4644e+009 	 1.2622e+010 	 5.3917e+007 	 6.7555e+007 	 7.4697e+009 	 1.3144e+010 	 5.4026e+007 	 6.7624e+007
13.79 	 7.4692e+009 	 1.2607e+010 	 5.3917e+007 	 6.7555e+007 	 7.4745e+009 	 1.3128e+010 	 5.4026e+007 	 6.7624e+007
 13.8 	 7.4741e+009 	 1.2592e+010 	 5.3917e+007 	 6.7555e+007 	 7.4794e+009 	 1.3112e+010 	 5.4026e+007 	 6.7624e+007
13.81 	 7.4791e+009 	 1.2577e+010 	 5.3917e+007 	 6.7555e+007 	 7.4844e+009 	 1.3096e+010 	 5.4026e+007 	 6.7624e+007
13.82 	 7.4842e+009 	 1.2561e+010 	 5.3917e+007 	 6.7555e+007 	 7.4894e+009 	 1.3080e+010 	 5.4025e+007 	 6.7624e+007
13.84 	 7.4894e+009 	 1.2546e+010 	 5.3917e+007 	 6.7555e+007 	 7.4946e+009 	 1.3063e+010 	 5.4025e+007 	 6.7624e+007
13.85 	 7.4947e+009 	 1.2531e+010 	 5.3917e+007 	 6.7555e+007 	 7.4999e+009 	 1.3047e+010 	 5.4025e+007 	 6.7624e+007
13.86 	 7.5001e+009 	 1.2516e+010 	 5.3917e+007 	 6.7555e+007 	 7.5053e+009 	 1.3031e+010 	 5.4025e+007 	 6.7624e+007
13.87 	 7.5056e+009 	 1.2500e+010 	 5.3917e+007 	 6.7555e+007 	 7.5108e+009 	 1.3015e+010 	 5.4025e+007 	 6.7624e+007
13.89 	 7.5112e+009 	 1.2485e+010 	 5.3917e+007 	 6.7555e+007 	 7.5164e+009 	 1.2999e+010 	 5.4025e+007 	 6.7624e+007
 13.9 	 7.5169e+009 	 1.2470e+010 	 5.3917e+007 	 6.7555e+007 	 7.5221e+009 	 1.2983e+010 	 5.4025e+007 	 6.7624e+007
13.91 	 7.5227e+009 	 1.2455e+010 	 5.3917e+007 	 6.7555e+007 	 7.5279e+009 	 1.2966e+010 	 5.4025e+007 	 6.7623e+007
13.91 	 7.5227e+009 	 1.2455e+010 	 5.3917e+007 	 6.7555e+007 	 7.5279e+009 	 1.2966e+010 	 5.4025e+007 	 6.7623e+007
13.92 	 7.5287e+009 	 1.2439e+010 	 5.3917e+007 	 6.7555e+007 	 7.5338e+009 	 1.2950e+010 	 5.4024e+007 	 6.7623e+007
13.93 	 7.5347e+009 	 1.2424e+010 	 5.3917e+007 	 6.7555e+007 	 7.5399e+009 	 1.2934e+010 	 5.4024e+007 	 6.7623e+007
13.95 	 7.5409e+009 	 1.2409e+010 	 5.3917e+007 	 6.7555e+007 	 7.5460e+009 	 1.2918e+010 	 5.4024e+007 	 6.7623e+007
13.96 	 7.5472e+009 	 1.2394e+010 	 5.3917e+007 	 6.7555e+007 	 7.5523e+009 	 1.2902e+010 	 5.4024e+007 	 6.7623e+007
13.97 	 7.5536e+009 	 1.2378e+010 	 5.3917e+007 	 6.7555e+007 	 7.5587e+009 	 1.2885e+010 	 5.4024e+007 	 6.7623e+007
13.98 	 7.5602e+009 	 1.2363e+010 	 5.3917e+007 	 6.7555e+007 	 7.5653e+009 	 1.2869e+010 	 5.4024e+007 	 6.7623e+007
   14 	 7.5668e+009 	 1.2348e+010 	 5.3917e+007 	 6.7555e+007 	 7.5719e+009 	 1.2853e+010 	 5.4024e+007 	 6.7623e+007
14.01 	 7.5736e+009 	 1.2332e+010 	 5.3917e+007 	 6.7555e+007 	 7.5787e+009 	 1.2837e+010 	 5.4024e+007 	 6.7623e+007
14.02 	 7.5806e+009 	 1.2317e+010 	 5.3917e+007 	 6.7555e+007 	 7.5856e+009 	 1.2821e+010 	 5.4024e+007 	 6.7623e+007
14.03 	 7.5876e+009 	 1.2302e+010 	 5.3917e+007 	 6.7555e+007 	 7.5927e+009 	 1.2804e+010 	 5.4023e+007 	 6.7623e+007
14.05 	 7.5948e+009 	 1.2287e+010 	 5.3917e+007 	 6.7555e+007 	 7.5999e+009 	 1.2788e+010 	 5.4023e+007 	 6.7623e+007
14.06 	 7.6022e+009 	 1.2271e+010 	 5.3917e+007 	 6.7555e+007 	 7.6072e+009 	 1.2772e+010 	 5.4023e+007 	 6.7623e+007
14.07 	 7.6096e+009 	 1.2256e+010 	 5.3917e+007 	 6.7555e+007 	 7.6146e+009 	 1.2756e+010 	 5.4023e+007 	 6.7623e+007
14.08 	 7.6173e+009 	 1.2241e+010 	 5.3917e+007 	 6.7555e+007 	 7.6223e+009 	 1.2739e+010 	 5.4023e+007 	 6.7622e+007
14.09 	 7.6250e+009 	 1.2225e+010 	 5.3917e+007 	 6.7555e+007 	 7.6300e+009 	 1.2723e+010 	 5.4023e+007 	 6.7622e+007
14.11 	 7.6330e+009 	 1.2210e+010 	 5.3917e+007 	 6.7555e+007 	 7.6379e+009 	 1.2707e+010 	 5.4023e+007 	 6.7622e+007
14.12 	 7.6410e+009 	 1.2195e+010 	 5.3917e+007 	 6.7555e+007 	 7.6460e+009 	 1.2691e+010 	 5.4023e+007 	 6.7622e+007
14.13 	 7.6493e+009 	 1.2179e+010 	 5.3917e+007 	 6.7555e+007 	 7.6542e+009 	 1.2674e+010 	 5.4022e+007 	 6.7622e+007
14.14 	 7.6576e+009 	 1.2164e+010 	 5.3917e+007 	 6.7555e+007 	 7.6626e+009 	 1.2658e+010 	 5.4022e+007 	 6.7622e+007
14.16 	 7.6662e+009 	 1.2149e+010 	 5.3917e+007 	 6.7555e+007 	 7.6711e+009 	 1.2642e+010 	 5.4022e+007 	 6.7622e+007
14.17 	 7.6749e+009 	 1.2133e+010 	 5.3917e+007 	 6.7555e+007 	 7.6798e+009 	 1.2625e+010 	 5.4022e+007 	 6.7622e+007
14.18 	 7.6838e+009 	 1.2118e+010 	 5.3917e+007 	 6.7555e+007 	 7.6887e+009 	 1.2609e+010 	 5.4022e+007 	 6.7622e+007
14.19 	 7.6928e+009 	 1.2103e+010 	 5.3917e+007 	 6.7555e+007 	 7.6977e+009 	 1.2593e+010 	 5.4022e+007 	 6.7622e+007
14.21 	 7.7021e+009 	 1.2087e+010 	 5.3917e+007 	 6.7555e+007 	 7.7069e+009 	 1.2577e+010 	 5.4022e+007 	 6.7622e+007
14.22 	 7.7115e+009 	 1.2072e+010 	 5.3917e+007 	 6.7555e+007 	 7.7163e+009 	 1.2560e+010 	 5.4021e+007 	 6.7621e+007
14.23 	 7.7210e+009 	 1.2056e+010 	 5.3917e+007 	 6.7555e+007 	 7.7259e+009 	 1.2544e+010 	 5.4021e+007 	 6.7621e+007
14.24 	 7.7308e+009 	 1.2041e+010 	 5.3917e+007 	 6.7555e+007 	 7.7356e+009 	 1.2528e+010 	 5.4021e+007 	 6.7621e+007
14.25 	 7.7407e+009 	 1.2026e+010 	 5.3917e+007 	 6.7555e+007 	 7.7456e+009 	 1.2511e+010 	 5.4021e+007 	 6.7621e+007
14.27 	 7.7509e+009 	 1.2010e+010 	 5.3917e+007 	 6.7555e+007 	 7.7557e+009 	 1.2495e+010 	 5.4021e+007 	 6.7621e+007
14.28 	 7.7612e+009 	 1.1995e+010 	 5.3917e+007 	 6.7555e+007 	 7.7660e+009 	 1.2479e+010 	 5.4020e+007 	 6.7621e+007
14.29 	 7.7718e+009 	 1.1980e+010 	 5.3917e+007 	 6.7555e+007 	 7.7765e+009 	 1.2462e+010 	 5.4020e+007 	 6.7621e+007
 14.3 	 7.7825e+009 	 1.1964e+010 	 5.3917e+007 	 6.7555e+007 	 7.7872e+009 	 1.2446e+010 	 5.4020e+007 	 6.7621e+007
14.32 	 7.7934e+009 	 1.1949e+010 	 5.3917e+007 	 6.7555e+007 	 7.7982e+009 	 1.2430e+010 	 5.4020e+007 	 6.7620e+007
14.33 	 7.8046e+009 	 1.1933e+010 	 5.3917e+007 	 6.7555e+007 	 7.8093e+009 	 1.2413e+010 	 5.4019e+007 	 6.7620e+007
14.34 	 7.8160e+009 	 1.1918e+010 	 5.3917e+007 	 6.7555e+007 	 7.8206e+009 	 1.2397e+010 	 5.4019e+007 	 6.7620e+007
14.35 	 7.8275e+009 	 1.1902e+010 	 5.3917e+007 	 6.7555e+007 	 7.8322e+009 	 1.2381e+010 	 5.4018e+007 	 6.7620e+007
14.37 	 7.8393e+009 	 1.1887e+010 	 5.3917e+007 	 6.7555e+007 	 7.8440e+009 	 1.2364e+010 	 5.4018e+007 	 6.7619e+007
14.38 	 7.8514e+009 	 1.1872e+010 	 5.3917e+007 	 6.7555e+007 	 7.8560e+009 	 1.2348e+010 	 5.4017e+007 	 6.7619e+007
14.39 	 7.8636e+009 	 1.1856e+010 	 5.3917e+007 	 6.7555e+007 	 7.8683e+009 	 1.2332e+010 	 5.4017e+007 	 6.7618e+007
 14.4 	 7.8761e+009 	 1.1841e+010 	 5.3917e+007 	 6.7555e+007 	 7.8807e+009 	 1.2315e+010 	 5.4016e+007 	 6.7618e+007
14.41 	 7.8889e+009 	 1.1825e+010 	 5.3917e+007 	 6.7555e+007 	 7.8934e+009 	 1.2299e+010 	 5.4015e+007 	 6.7617e+007
14.43 	 7.9018e+009 	 1.1810e+010 	 5.3917e+007 	 6.7555e+007 	 7.9064e+009 	 1.2282e+010 	 5.4013e+007 	 6.7616e+007
14.44 	 7.9151e+009 	 1.1794e+010 	 5.3917e+007 	 6.7555e+007 	 7.9196e+009 	 1.2266e+010 	 5.4012e+007 	 6.7616e+007
14.45 	 7.9285e+009 	 1.1779e+010 	 5.3917e+007 	 6.7555e+007 	 7.9331e+009 	 1.2250e+010 	 5.4010e+007 	 6.7615e+007
14.46 	 7.9423e+009 	 1.1764e+010 	 5.3917e+007 	 6.7555e+007 	 7.9468e+009 	 1.2233e+010 	 5.4008e+007 	 6.7613e+007
14.48 	 7.9563e+009 	 1.1748e+010 	 5.3917e+007 	 6.7555e+007 	 7.9608e+009 	 1.2217e+010 	 5.4006e+007 	 6.7612e+007
14.49 	 7.9705e+009 	 1.1733e+010 	 5.3917e+007 	 6.7555e+007 	 7.9750e+009 	 1.2200e+010 	 5.4003e+007 	 6.7610e+007
 14.5 	 7.9851e+009 	 1.1717e+010 	 5.3917e+007 	 6.7555e+007 	 7.9895e+009 	 1.2184e+010 	 5.4000e+007 	 6.7608e+007
14.51 	 7.9999e+009 	 1.1702e+010 	 5.3917e+007 	 6.7555e+007 	 8.0043e+009 	 1.2168e+010 	 5.3995e+007 	 6.7605e+007
14.51 	 7.9999e+009 	 1.1702e+010 	 5.3917e+007 	 6.7555e+007 	 8.0043e+009 	 1.2168e+010 	 5.3995e+007 	 6.7605e+007
14.53 	 8.0076e+009 	 1.1694e+010 	 5.3917e+007 	 6.7555e+007 	 8.0120e+009 	 1.2159e+010 	 5.3993e+007 	 6.7604e+007
14.55 	 8.0156e+009 	 1.1686e+010 	 5.3917e+007 	 6.7555e+007 	 8.0200e+009 	 1.2151e+010 	 5.3992e+007 	 6.7603e+007
14.58 	 8.0240e+009 	 1.1678e+010 	 5.3917e+007 	 6.7555e+007 	 8.0284e+009 	 1.2143e+010 	 5.3990e+007 	 6.7602e+007
 14.6 	 8.0328e+009 	 1.1671e+010 	 5.3917e+007 	 6.7555e+007 	 8.0372e+009 	 1.2135e+010 	 5.3989e+007 	 6.7601e+007
14.62 	 8.0420e+009 	 1.1663e+010 	 5.3917e+007 	 6.7555e+007 	 8.0464e+009 	 1.2126e+010 	 5.3988e+007 	 6.7601e+007
14.64 	 8.0515e+009 	 1.1655e+010 	 5.3917e+007 	 6.7555e+007 	 8.0559e+009 	 1.2118e+010 	 5.3988e+007 	 6.7600e+007
14.66 	 8.0615e+009 	 1.1647e+010 	 5.3917e+007 	 6.7555e+007 	 8.0658e+009 	 1.2110e+010 	 5.3987e+007 	 6.7600e+007
14.68 	 8.0718e+009 	 1.1639e+010 	 5.3917e+007 	 6.7555e+007 	 8.0762e+009 	 1.2101e+010 	 5.3987e+007 	 6.7600e+007
 14.7 	 8.0825e+009 	 1.1632e+010 	 5.3917e+007 	 6.7555e+007 	 8.0869e+009 	 1.2093e+010 	 5.3986e+007 	 6.7599e+007
14.72 	 8.0936e+009 	 1.1624e+010 	 5.3917e+007 	 6.7555e+007 	 8.0980e+009 	 1.2085e+010 	 5.3986e+007 	 6.7599e+007
14.74 	 8.1051e+009 	 1.1616e+010 	 5.3917e+007 	 6.7555e+007 	 8.1095e+009 	 1.2076e+010 	 5.3986e+007 	 6.7599e+007
14.76 	 8.1170e+009 	 1.1608e+010 	 5.3917e+007 	 6.7555e+007 	 8.1214e+009 	 1.2068e+010 	 5.3985e+007 	 6.7599e+007
14.78 	 8.1294e+009 	 1.1600e+010 	 5.3917e+007 	 6.7555e+007 	 8.1337e+009 	 1.2060e+010 	 5.3985e+007 	 6.7599e+007
 14.8 	 8.1421e+009 	 1.1592e+010 	 5.3917e+007 	 6.7555e+007 	 8.1465e+009 	 1.2052e+010 	 5.3985e+007 	 6.7599e+007
14.83 	 8.1553e+009 	 1.1585e+010 	 5.3917e+007 	 6.7555e+007 	 8.1596e+009 	 1.2043e+010 	 5.3985e+007 	 6.7598e+007
14.85 	 8.1689e+009 	 1.1577e+010 	 5.3917e+007 	 6.7555e+007 	 8.1732e+009 	 1.2035e+010 	 5.3985e+007 	 6.7598e+007
14.87 	 8.1829e+009 	 1.1569e+010 	 5.3917e+007 	 6.7555e+007 	 8.1873e+009 	 1.2027e+010 	 5.3985e+007 	 6.7598e+007
14.89 	 8.1974e+009 	 1.1561e+010 	 5.3917e+007 	 6.7555e+007 	 8.2018e+009 	 1.2018e+010 	 5.3985e+007 	 6.7598e+007
14.91 	 8.2124e+009 	 1.1553e+010 	 5.3917e+007 	 6.7555e+007 	 8.2167e+009 	 1.2010e+010 	 5.3984e+007 	 6.7598e+007
14.93 	 8.2278e+009 	 1.1545e+010 	 5.3917e+007 	 6.7555e+007 	 8.2321e+009 	 1.2001e+010 	 5.3984e+007 	 6.7598e+007
14.95 	 8.2436e+009 	 1.1537e+010 	 5.3917e+007 	 6.7555e+007 	 8.2480e+009 	 1.1993e+010 	 5.3984e+007 	 6.7598e+007
14.97 	 8.2600e+009 	 1.1530e+010 	 5.3917e+007 	 6.7555e+007 	 8.2643e+009 	 1.1985e+010 	 5.3984e+007 	 6.7598e+007
14.99 	 8.2768e+009 	 1.1522e+010 	 5.3917e+007 	 6.7555e+007 	 8.2811e+009 	 1.1976e+010 	 5.3984e+007 	 6.7598e+007
15.01 	 8.2941e+009 	 1.1514e+010 	 5.3917e+007 	 6.7555e+007 	 8.2984e+009 	 1.1968e+010 	 5.3984e+007 	 6.7598e+007
15.03 	 8.3119e+009 	 1.1506e+010 	 5.3917e+007 	 6.7555e+007 	 8.3162e+009 	 1.1960e+010 	 5.3984e+007 	 6.7598e+007
15.06 	 8.3301e+009 	 1.1498e+010 	 5.3917e+007 	 6.7555e+007 	 8.3345e+009 	 1.1951e+010 	 5.3984e+007 	 6.7598e+007
15.08 	 8.3489e+009 	 1.1490e+010 	 5.3917e+007 	 6.7555e+007 	 8.3533e+009 	 1.1943e+010 	 5.3984e+007 	 6.7598e+007
 15.1 	 8.3683e+009 	 1.1482e+010 	 5.3917e+007 	 6.7555e+007 	 8.3726e+009 	 1.1934e+010 	 5.3984e+007 	 6.7598e+007
15.12 	 8.3881e+009 	 1.1474e+010 	 5.3917e+007 	 6.7555e+007 	 8.3924e+009 	 1.1926e+010 	 5.3984e+007 	 6.7598e+007
15.14 	 8.4085e+009 	 1.1466e+010 	 5.3917e+007 	 6.7555e+007 	 8.4128e+009 	 1.1918e+010 	 5.3984e+007 	 6.7598e+007
15.16 	 8.4294e+009 	 1.1458e+010 	 5.3917e+007 	 6.7555e+007 	 8.4338e+009 	 1.1909e+010 	 5.3984e+007 	 6.7598e+007
15.18 	 8.4509e+009 	 1.1450e+010 	 5.3917e+007 	 6.7555e+007 	 8.4552e+009 	 1.1901e+010 	 5.3984e+007 	 6.7598e+007
 15.2 	 8.4729e+009 	 1.1442e+010 	 5.3917e+007 	 6.7555e+007 	 8.4773e+009 	 1.1892e+010 	 5.3984e+007 	 6.7598e+007
15.22 	 8.4956e+009 	 1.1434e+010 	 5.3917e+007 	 6.7555e+007 	 8.4999e+009 	 1.1884e+010 	 5.3984e+007 	 6.7598e+007
15.24 	 8.5188e+009 	 1.1427e+010 	 5.3917e+007 	 6.7555e+007 	 8.5231e+009 	 1.1875e+010 	 5.3984e+007 	 6.7598e+007
15.26 	 8.5426e+009 	 1.1419e+010 	 5.3917e+007 	 6.7555e+007 	 8.5469e+009 	 1.1867e+010 	 5.3984e+007 	 6.7598e+007
15.28 	 8.5670e+009 	 1.1411e+010 	 5.3917e+007 	 6.7555e+007 	 8.5714e+009 	 1.1858e+010 	 5.3984e+007 	 6.7598e+007
15.31 	 8.5920e+009 	 1.1403e+010 	 5.3917e+007 	 6.7555e+007 	 8.5964e+009 	 1.1850e+010 	 5.3984e+007 	 6.7598e+007
15.33 	 8.6177e+009 	 1.1395e+010 	 5.3917e+007 	 6.7555e+007 	 8.6221e+009 	 1.1842e+010 	 5.3984e+007 	 6.7598e+007
15.35 	 8.6440e+009 	 1.1387e+010 	 5.3917e+007 	 6.7555e+007 	 8.6484e+009 	 1.1833e+010 	 5.3984e+007 	 6.7598e+007
15.37 	 8.6709e+009 	 1.1379e+010 	 5.3917e+007 	 6.7555e+007 	 8.6753e+009 	 1.1825e+010 	 5.3984e+007 	 6.7598e+007
15.39 	 8.6985e+009 	 1.1371e+010 	 5.3917e+007 	 6.7555e+007 	 8.7029e+009 	 1.1816e+010 	 5.3984e+007 	 6.7598e+007
15.41 	 8.7268e+009 	 1.1363e+010 	 5.3917e+007 	 6.7555e+007 	 8.7312e+009 	 1.1808e+010 	 5.3984e+007 	 6.7598e+007
15.43 	 8.7558e+009 	 1.1355e+010 	 5.3917e+007 	 6.7555e+007 	 8.7602e+009 	 1.1799e+010 	 5.3984e+007 	 6.7598e+007
15.45 	 8.7855e+009 	 1.1347e+010 	 5.3917e+007 	 6.7555e+007 	 8.7899e+009 	 1.1791e+010 	 5.3984e+007 	 6.7598e+007
15.47 	 8.8159e+009 	 1.1339e+010 	 5.3917e+007 	 6.7555e+007 	 8.8203e+009 	 1.1782e+010 	 5.3984e+007 	 6.7598e+007
15.49 	 8.8470e+009 	 1.1331e+010 	 5.3917e+007 	 6.7555e+007 	 8.8515e+009 	 1.1774e+010 	 5.3983e+007 	 6.7598e+007
15.51 	 8.8789e+009 	 1.1323e+010 	 5.3917e+007 	 6.7555e+007 	 8.8833e+009 	 1.1765e+010 	 5.3983e+007 	 6.7598e+007
15.53 	 8.9115e+009 	 1.1315e+010 	 5.3917e+007 	 6.7555e+007 	 8.9160e+009 	 1.1756e+010 	 5.3983e+007 	 6.7598e+007
15.53 	 8.9115e+009 	 1.1315e+010 	 5.3917e+007 	 6.7555e+007 	 8.9160e+009 	 1.1756e+010 	 5.3983e+007 	 6.7598e+007
15.56 	 8.9449e+009 	 1.1306e+010 	 5.3917e+007 	 6.7555e+007 	 8.9494e+009 	 1.1748e+010 	 5.3983e+007 	 6.7598e+007
15.58 	 8.9791e+009 	 1.1298e+010 	 5.3917e+007 	 6.7555e+007 	 8.9836e+009 	 1.1739e+010 	 5.3983e+007 	 6.7598e+007
 15.6 	 9.0141e+009 	 1.1290e+010 	 5.3917e+007 	 6.7555e+007 	 9.0186e+009 	 1.1731e+010 	 5.3983e+007 	 6.7598e+007
15.62 	 9.0499e+009 	 1.1282e+010 	 5.3917e+007 	 6.7555e+007 	 9.0544e+009 	 1.1722e+010 	 5.3983e+007 	 6.7598e+007
15.64 	 9.0866e+009 	 1.1274e+010 	 5.3917e+007 	 6.7555e+007 	 9.0911e+009 	 1.1714e+010 	 5.3983e+007 	 6.7598e+007
15.66 	 9.1241e+009 	 1.1266e+010 	 5.3917e+007 	 6.7555e+007 	 9.1286e+009 	 1.1705e+010 	 5.3983e+007 	 6.7598e+007
15.68 	 9.1624e+009 	 1.1258e+010 	 5.3917e+007 	 6.7555e+007 	 9.1670e+009 	 1.1697e+010 	 5.3983e+007 	 6.7597e+007
 15.7 	 9.2017e+009 	 1.1250e+010 	 5.3917e+007 	 6.7555e+007 	 9.2063e+009 	 1.1688e+010 	 5.3983e+007 	 6.7597e+007
15.72 	 9.2419e+009 	 1.1242e+010 	 5.3917e+007 	 6.7555e+007 	 9.2465e+009 	 1.1679e+010 	 5.3983e+007 	 6.7597e+007
15.74 	 9.2830e+009 	 1.1234e+010 	 5.3917e+007 	 6.7555e+007 	 9.2876e+009 	 1.1671e+010 	 5.3983e+007 	 6.7597e+007
15.76 	 9.3250e+009 	 1.1226e+010 	 5.3917e+007 	 6.7555e+007 	 9.3296e+009 	 1.1662e+010 	 5.3983e+007 	 6.7597e+007
15.78 	 9.3680e+009 	 1.1218e+010 	 5.3917e+007 	 6.7555e+007 	 9.3726e+009 	 1.1654e+010 	 5.3983e+007 	 6.7597e+007
15.81 	 9.4119e+009 	 1.1210e+010 	 5.3917e+007 	 6.7555e+007 	 9.4166e+009 	 1.1645e+010 	 5.3983e+007 	 6.7597e+007
15.83 	 9.4569e+009 	 1.1201e+010 	 5.3917e+007 	 6.7555e+007 	 9.4616e+009 	 1.1636e+010 	 5.3983e+007 	 6.7597e+007
15.85 	 9.5029e+009 	 1.1193e+010 	 5.3917e+007 	 6.7555e+007 	 9.5076e+009 	 1.1628e+010 	 5.3983e+007 	 6.7597e+007
15.87 	 9.5499e+009 	 1.1185e+010 	 5.3917e+007 	 6.7555e+007 	 9.5547e+009 	 1.1619e+010 	 5.3983e+007 	 6.7597e+007
15.89 	 9.5980e+009 	 1.1177e+010 	 5.3917e+007 	 6.7555e+007 	 9.6028e+009 	 1.1611e+010 	 5.3983e+007 	 6.7597e+007
15.91 	 9.6472e+009 	 1.1169e+010 	 5.3917e+007 	 6.7555e+007 	 9.6520e+009 	 1.1602e+010 	 5.3983e+007 	 6.7597e+007
15.93 	 9.6975e+009 	 1.1161e+010 	 5.3917e+007 	 6.7555e+007 	 9.7023e+009 	 1.1593e+010 	 5.3983e+007 	 6.7597e+007
15.95 	 9.7489e+009 	 1.1153e+010 	 5.3917e+007 	 6.7555e+007 	 9.7537e+009 	 1.1585e+010 	 5.3983e+007 	 6.7597e+007
15.97 	 9.8015e+009 	 1.1145e+010 	 5.3917e+007 	 6.7555e+007 	 9.8063e+009 	 1.1576e+010 	 5.3983e+007 	 6.7597e+007
15.99 	 9.8552e+009 	 1.1136e+010 	 5.3917e+007 	 6.7555e+007 	 9.8601e+009 	 1.1567e+010 	 5.3983e+007 	 6.7597e+007
16.01 	 9.9102e+009 	 1.1128e+010 	 5.3917e+007 	 6.7555e+007 	 9.9151e+009 	 1.1559e+010 	 5.3983e+007 	 6.7597e+007
16.03 	 9.9663e+009 	 1.1120e+010 	 5.3917e+007 	 6.7555e+007 	 9.9712e+009 	 1.1550e+010 	 5.3983e+007 	 6.7597e+007
16.06 	 1.0024e+010 	 1.1112e+010 	 5.3917e+007 	 6.7555e+007 	 1.0029e+010 	 1.1541e+010 	 5.3983e+007 	 6.7597e+007
