X , H2, CH4, CO, CO2 
1.392000001,4806.55648332,8875.40542553,10873.4033671,13017.3471941
1.404000001,4813.77622353,8888.68212323,10889.1658637,13035.7003525
1.416000001,4820.71588895,8901.16372675,10903.8773295,13052.7278306
1.428000001,4827.37547939,8912.85022848,10917.5377542,13068.4296052
1.440000001,4833.75499464,8923.7416213,10930.1471283,13082.805655
1.452000001,4839.8544345,8933.83789858,10941.705443,13095.8559604
1.464000001,4845.67379881,8943.13905418,10952.2126903,13107.5805037
1.476000001,4851.21308737,8951.64508243,10961.6688628,13117.9792688
1.488000001,4856.47230002,8959.35597815,10970.073954,13127.0522417
1.500000001,4861.45143661,8966.27173664,10977.427958,13134.7994101
1.512000001,4866.15049697,8972.3923537,10983.7308697,13141.2207633
1.524000001,4870.56948098,8977.71782561,10988.9826848,13146.3162926
1.536000001,4874.7083885,8982.2481491,10993.1833996,13150.0859911
1.548000001,4878.56721939,8985.98332144,10996.3330111,13152.5298537
1.560000001,4882.14597356,8988.92334033,10998.4315171,13153.6478771
1.572000001,4885.44465087,8991.068204,10999.4789163,13153.4400596
1.584000001,4888.46325125,8992.41791114,10999.4752078,13151.9064017
1.596000001,4891.2017746,8992.97246092,10998.4203918,13149.0469054
1.608000001,4893.66022082,8992.73185301,10996.3144688,13144.8615745
1.620000001,4895.83858986,8991.69608755,10993.1574404,13139.3504149
1.632000001,4897.73688164,8989.86516518,10988.9493087,13132.5134339
1.644000001,4899.35509611,8987.23908701,10983.6900768,13124.3506409
1.656000001,4900.69323321,8983.81785463,10977.3797482,13114.862047
1.668000001,4901.75129291,8979.60147014,10970.0183274,13104.047665
1.680000001,4902.52927518,8974.58993609,10961.6058194,13091.9075098
1.692000001,4903.02717999,8968.78325555,10952.1422302,13078.4415978
1.704000001,4903.24500732,8962.18143204,10941.6275663,13063.6499474
1.716000001,4903.18275718,8954.78446959,10930.061835,13047.5325786
1.728000001,4902.84042956,8946.5923727,10917.4450444,13030.0895135
1.740000001,4902.21802447,8937.60514635,10903.7772032,13011.3207756
1.752000001,4901.31554192,8927.82279603,10889.058321,12991.2263907
1.764000001,4900.13298196,8917.24532769,10873.2884079,12969.8063859
1.776000001,4898.67034462,8905.87274776,10856.4674751,12947.0607905
1.788000001,4896.92762993,8893.70506317,10838.5955341,12922.9896354
1.800000001,4894.90483795,8880.74228134,10819.6725975,12897.5929533
1.812000001,4892.60196874,8866.98441015,10799.6986783,12870.8707789
1.824000001,4890.01902237,8852.43145799,10778.6737905,12842.8231484
1.836000001,4887.15599893,8837.0834337,10756.5979487,12813.4501
