DOSe/cm2,H2,CH4,CO,CO2
2.78E+18,5.41E-04,9.09E-06,2.35E-04,1.34E-04
2.79E+18,5.52E-04,8.44E-06,2.36E-04,1.34E-04
2.79E+18,5.52E-04,8.89E-06,2.36E-04,1.33E-04
2.79E+18,5.50E-04,8.69E-06,2.35E-04,1.32E-04
2.79E+18,5.46E-04,8.39E-06,2.32E-04,1.34E-04
2.79E+18,5.45E-04,8.76E-06,2.37E-04,1.32E-04
2.80E+18,5.46E-04,9.32E-06,2.31E-04,1.31E-04
2.80E+18,5.43E-04,9.51E-06,2.34E-04,1.35E-04
2.80E+18,5.48E-04,9.67E-06,2.38E-04,1.35E-04
2.80E+18,5.44E-04,9.02E-06,2.36E-04,1.34E-04
2.81E+18,5.39E-04,8.55E-06,2.32E-04,1.33E-04
2.81E+18,5.46E-04,9.09E-06,2.32E-04,1.35E-04
2.81E+18,5.42E-04,9.14E-06,2.35E-04,1.32E-04
2.81E+18,5.42E-04,9.34E-06,2.31E-04,1.29E-04
2.81E+18,5.42E-04,9.20E-06,2.31E-04,1.33E-04
2.82E+18,5.44E-04,9.17E-06,2.34E-04,1.35E-04
2.82E+18,5.41E-04,8.42E-06,2.34E-04,1.32E-04
2.82E+18,5.42E-04,8.88E-06,2.32E-04,1.31E-04
2.82E+18,5.42E-04,9.25E-06,2.30E-04,1.32E-04
2.82E+18,5.41E-04,8.53E-06,2.31E-04,1.33E-04
2.83E+18,5.45E-04,9.79E-06,2.32E-04,1.33E-04
2.83E+18,5.41E-04,8.93E-06,2.31E-04,1.34E-04
2.83E+18,5.43E-04,9.06E-06,2.32E-04,1.32E-04
2.83E+18,5.38E-04,8.84E-06,2.34E-04,1.35E-04
2.84E+18,5.43E-04,8.80E-06,2.30E-04,1.31E-04
2.84E+18,5.46E-04,9.32E-06,2.28E-04,1.31E-04
2.84E+18,5.46E-04,9.65E-06,2.32E-04,1.31E-04
2.84E+18,5.40E-04,8.57E-06,2.36E-04,1.35E-04
2.84E+18,5.48E-04,8.56E-06,2.35E-04,1.32E-04
2.85E+18,5.43E-04,8.88E-06,2.30E-04,1.33E-04
2.85E+18,5.40E-04,9.37E-06,2.30E-04,1.35E-04
2.85E+18,5.39E-04,9.68E-06,2.36E-04,1.34E-04
2.85E+18,5.44E-04,8.99E-06,2.37E-04,1.37E-04
2.86E+18,5.45E-04,8.96E-06,2.35E-04,1.33E-04
2.86E+18,5.43E-04,9.28E-06,2.31E-04,1.31E-04
2.86E+18,5.36E-04,8.38E-06,2.31E-04,1.32E-04
2.86E+18,5.40E-04,8.24E-06,2.29E-04,1.34E-04
2.86E+18,5.39E-04,8.94E-06,2.32E-04,1.33E-04
2.87E+18,5.40E-04,8.67E-06,2.35E-04,1.36E-04
2.87E+18,5.38E-04,9.03E-06,2.40E-04,1.32E-04
2.87E+18,5.42E-04,8.93E-06,2.32E-04,1.33E-04
2.87E+18,5.37E-04,8.88E-06,2.33E-04,1.28E-04
2.88E+18,5.46E-04,8.45E-06,2.31E-04,1.35E-04
2.88E+18,5.38E-04,8.82E-06,2.32E-04,1.32E-04
2.88E+18,5.37E-04,8.13E-06,2.30E-04,1.30E-04
2.88E+18,5.38E-04,8.99E-06,2.34E-04,1.28E-04
2.88E+18,5.35E-04,8.78E-06,2.31E-04,1.29E-04
2.89E+18,5.44E-04,9.26E-06,2.32E-04,1.30E-04
2.89E+18,5.42E-04,8.85E-06,2.32E-04,1.33E-04
2.89E+18,5.39E-04,8.51E-06,2.34E-04,1.32E-04
2.89E+18,5.40E-04,8.39E-06,2.30E-04,1.31E-04
2.89E+18,5.36E-04,8.82E-06,2.31E-04,1.29E-04
2.90E+18,5.31E-04,8.70E-06,2.34E-04,1.32E-04
2.90E+18,5.32E-04,8.68E-06,2.23E-04,1.31E-04
2.90E+18,5.30E-04,8.98E-06,2.33E-04,1.32E-04
2.90E+18,5.33E-04,9.29E-06,2.30E-04,1.31E-04
2.91E+18,5.36E-04,9.04E-06,2.24E-04,1.29E-04
2.91E+18,5.34E-04,8.64E-06,2.29E-04,1.31E-04
2.91E+18,5.38E-04,8.98E-06,2.29E-04,1.35E-04
2.91E+18,5.36E-04,9.36E-06,2.30E-04,1.33E-04
2.91E+18,5.37E-04,8.93E-06,2.31E-04,1.30E-04
2.92E+18,5.37E-04,8.65E-06,2.32E-04,1.31E-04
2.92E+18,5.35E-04,8.95E-06,2.30E-04,1.31E-04
2.92E+18,5.34E-04,8.94E-06,2.33E-04,1.33E-04
2.92E+18,5.38E-04,8.48E-06,2.32E-04,1.34E-04
2.92E+18,5.30E-04,8.24E-06,2.26E-04,1.31E-04
