X , H2, CH4, CO, CO2 
2.028000001,9716279.875,-246131.91003,-310895.048544,-376977.841623
2.040000001,9432480.25441,-235133.859106,-295927.935986,-357852.177072
2.052000001,9148680.20447,-224137.019403,-280962.423886,-338728.518656
2.064000001,13138938.3682,-349783.672712,-446551.385152,-545927.008892
2.076000001,12855137.4466,-338789.292061,-431589.122347,-526807.423389
2.088000001,12571336.0826,-327796.159231,-416628.508363,-507689.904641
2.100000001,12287534.272,-316804.286407,-401669.559302,-488574.472835
2.112000001,12003732.0104,-305813.68577,-386712.291258,-469461.148142
2.124000001,11719929.2935,-294824.369493,-371756.720316,-450349.950725
2.136000001,11436126.117,-283836.349741,-356802.862552,-431240.900735
2.148000001,11152322.4767,-272849.638675,-341850.734032,-412134.018311
2.160000001,10868518.3681,-261864.248445,-326900.350814,-393029.323579
2.172000001,10584713.7869,-250880.191197,-311951.728945,-373926.836656
2.184000001,10300908.729,-239897.479068,-297004.884464,-354826.577646
2.196000001,10017103.1899,-228916.12419,-282059.8334,-335728.566639
2.208000001,9733297.16545,-217936.138685,-267116.591771,-316632.823716
2.220000001,9449490.65125,-206957.534669,-252175.175588,-297539.368944
2.232000001,9165683.64305,-195980.32425,-237235.600848,-278448.222377
2.244000001,8881876.13654,-185004.51953,-222297.883543,-259359.404059
2.256000001,12874470.6259,-310747.335199,-388013.910169,-466717.167964
2.268000001,12590662.1099,-299774.378147,-373079.955661,-447633.06622
2.280000001,12306853.0828,-288802.863051,-358147.906495,-428551.352776
2.292000001,12023043.5403,-277832.801979,-343217.77862,-409472.047623
2.304000001,11739233.4781,-266864.206995,-328289.587976,-390395.170741
2.316000001,11455422.8918,-255897.090153,-313363.350489,-371320.742096
2.328000001,11171611.7774,-244931.463499,-298439.082079,-352248.781639
2.340000001,10887800.1304,-233967.339072,-283516.798651,-333179.309309
2.352000001,10603987.9467,-223004.728901,-268596.516103,-314112.345033
2.364000001,10320175.2219,-212043.64501,-253678.250319,-295047.908723
2.376000001,10036361.9518,-201084.099412,-238762.017175,-275986.020276
2.388000001,9752548.1321,-190126.104112,-223847.832534,-256926.699579
2.400000001,9468733.75864,-179169.671108,-208935.71225,-237869.966501
2.412000001,9184918.82712,-168214.812389,-194025.672162,-218815.8409
2.424000001,8901103.33329,-157261.539935,-179117.728103,-199764.342619
2.436000001,8617287.27292,-146309.865718,-164211.89589,-180715.491487
2.448000001,12612505.7235,-272161.16812,-330071.272821,-388252.941833
2.460000001,12328688.5173,-261212.726257,-315169.711713,-369209.444427
2.472000001,12044870.7319,-250265.918494,-300270.309842,-350168.65357
2.484000001,11761052.3629,-239320.756769,-285373.082978,-331130.589033
2.496000001,11477233.4062,-228377.253009,-270478.046885,-312095.270572
2.508000001,11193413.8576,-217435.419133,-255585.21731,-293062.717929
2.520000001,10909593.7128,-206495.267051,-240694.609993,-274032.950831
2.532000001,10625772.9677,-195556.808666,-225806.240657,-255005.988989
2.544000001,10341951.6179,-184620.055867,-210920.125018,-235981.8521
2.556000001,10058129.6593,-173685.020539,-196036.278776,-216960.559845
2.568000001,9774307.08769,-162751.714555,-181154.71762,-197942.13189
2.580000001,9490483.89884,-151820.149778,-166275.457227,-178926.587885
2.592000001,9206660.08856,-140890.338064,-151398.513262,-159913.947466
2.604000001,8922835.65266,-129962.291258,-136523.901376,-140904.230252
2.616000001,8639010.58692,-119036.021195,-121651.637209,-121897.455846
2.628000001,12637130.516,-245005.956485,-287667.771176,-329631.397636
2.640000001,12353304.178,-234083.275379,-272800.249315,-310630.567594
2.652000001,12069477.1977,-223162.406466,-257935.122014,-291632.739075
2.664000001,11785649.5708,-212243.361544,-243072.404862,-272637.931619
2.676000001,11501821.2931,-201326.1524,-228212.113434,-253646.16475
2.688000001,11217992.3605,-190410.790811,-213354.263293,-234657.457973
2.700000001,10934162.7688,-179497.288545,-198498.869987,-215671.830779
2.712000001,10650332.5138,-168585.657358,-183645.949052,-196689.302643
2.724000001,10366501.5914,-157675.908999,-168795.51601,-177709.89302
2.736000001,10082669.9974,-146768.055204,-153947.586371,-158733.621351
2.748000001,9798837.72762,-135862.1077,-139102.17563,-139760.507059
2.760000001,9515004.77796,-124958.078205,-124259.299269,-120790.569551
2.772000001,9231171.14426,-114055.978424,-109418.972756,-101823.828215
2.784000001,8947336.82235,-103155.820053,-94581.2115461,-82860.3024241
2.796000001,8663501.80811,-92257.6147782,-79746.0310796,-63900.011532
2.808000001,8379666.09738,-81361.3742738,-64913.4467833,-44942.9748759
2.820000001,12380958.2123,-207463.284428,-231103.967354,-252895.50633
2.832000001,12097121.0963,-196571.008447,-216276.621623,-233945.036088
2.844000001,11813283.2713,-185680.732198,-201451.918258,-214997.877987
2.856000001,11529444.7333,-174792.467313,-186629.872629,-196054.051294
