Dose,DOS C/mm2,DOSe/cm2,H2,CH4,H2O,CO,C2H6,CO2
11.3351,1.13E-02,6.83E+18,0.008081,0.00015199,0.0008065,0.00095567,0.00012512,0.0012462
11.346,1.13E-02,6.83E+18,0.0079266,0.00014715,0.00080063,0.00092479,0.00012132,0.001234
11.357,1.14E-02,6.84E+18,0.0078389,0.00014877,0.00080871,0.00091101,0.00012128,0.0012098
11.3679,1.14E-02,6.85E+18,0.0077211,0.00014558,0.00077858,0.00089276,0.00011784,0.0011932
11.3788,1.14E-02,6.85E+18,0.0076183,0.00014618,0.00077604,0.00089306,0.00012026,0.0011543
11.3898,1.14E-02,6.86E+18,0.0075632,0.00014327,0.00076288,0.00087668,0.00011494,0.0011089
11.4025,1.14E-02,6.87E+18,0.0074749,0.00013849,0.00071858,0.00086513,0.00010937,0.001105
11.4152,1.14E-02,6.88E+18,0.0073681,0.00014086,0.00070704,0.00084304,0.00010938,0.0010832
11.4279,1.14E-02,6.88E+18,0.0072327,0.00013654,0.00070923,0.00082972,0.0001053,0.0010722
11.4406,1.14E-02,6.89E+18,0.0071534,0.00013522,0.00068875,0.00081837,0.00010543,0.0010483
11.4533,1.15E-02,6.90E+18,0.0070351,0.00012888,0.00068833,0.00078089,0.00010607,0.0010512
11.4659,1.15E-02,6.91E+18,0.0070278,0.00013351,0.00065028,0.00078889,0.00010124,0.0010141
11.4813,1.15E-02,6.92E+18,0.0062022,0.00010859,0.00027872,0.00065058,0.00010078,0.00087009
11.4943,1.15E-02,6.92E+18,0.0062316,0.00010924,0.00036973,0.00067204,0.00010041,0.00087191
11.5063,1.15E-02,6.93E+18,0.0061743,0.00010994,0.00040237,0.00067485,9.40E-05,0.00086812
11.5184,1.15E-02,6.94E+18,0.0061512,0.00011008,0.00040184,0.00068187,9.01E-05,0.0008671
11.5304,1.15E-02,6.95E+18,0.0060943,0.00010834,0.00042993,0.00066915,9.23E-05,0.00085623
11.5422,1.15E-02,6.95E+18,0.0060646,0.00010215,0.0004342,0.00066173,9.44E-05,0.00086477
11.554,1.16E-02,6.96E+18,0.0060245,0.00010917,0.00042972,0.00066817,8.88E-05,0.00084058
11.5651,1.16E-02,6.97E+18,0.0060187,0.00010607,0.0004513,0.00064038,9.22E-05,0.00083548
11.5769,1.16E-02,6.97E+18,0.0059306,0.00010994,0.00044724,0.00063424,8.86E-05,0.00084237
11.5889,1.16E-02,6.98E+18,0.0059651,0.00010613,0.00044942,0.00063628,9.04E-05,0.00080618
11.6001,1.16E-02,6.99E+18,0.0059096,0.00010587,0.00045482,0.00063862,8.86E-05,0.00082824
11.611,1.16E-02,6.99E+18,0.0058469,0.00010491,0.00047532,0.00062085,9.11E-05,0.00080486
11.6219,1.16E-02,7.00E+18,0.0057822,0.00010701,0.00045819,0.00062801,8.70E-05,0.00080349
11.6328,1.16E-02,7.01E+18,0.0057561,0.00010676,0.00046315,0.00062575,8.26E-05,0.00079559
11.6436,1.16E-02,7.01E+18,0.0056977,0.00010395,0.00047736,0.00062434,8.50E-05,0.00078615
11.6545,1.17E-02,7.02E+18,0.0057035,0.0001029,0.00045429,0.00061247,8.31E-05,0.00080089
11.6654,1.17E-02,7.03E+18,0.0056391,0.00010653,0.00047737,0.00062712,8.18E-05,0.00077402
11.6772,1.17E-02,7.03E+18,0.0056197,0.0001036,0.00046032,0.00062545,8.12E-05,0.00078483
11.6883,1.17E-02,7.04E+18,0.0056136,0.00010402,0.00043276,0.00060552,8.09E-05,0.00077785
11.6996,1.17E-02,7.05E+18,0.0055817,9.99E-05,0.00046731,0.00059048,8.34E-05,0.00074595
11.7116,1.17E-02,7.06E+18,0.0055618,0.00010194,0.00047177,0.0005998,8.02E-05,0.00077572
11.7236,1.17E-02,7.06E+18,0.0055241,9.94E-05,0.00046616,0.00059034,7.77E-05,0.00074514
11.7356,1.17E-02,7.07E+18,0.0054884,9.94E-05,0.0004713,0.00057807,8.01E-05,0.00074419
11.7476,1.17E-02,7.08E+18,0.0053273,0.00010174,0.00045008,0.0005616,7.89E-05,0.00075554
11.7595,1.18E-02,7.08E+18,0.0052808,9.76E-05,0.00043514,0.00055906,8.33E-05,0.00072269
11.771,1.18E-02,7.09E+18,0.0052596,9.86E-05,0.00045572,0.0005663,7.85E-05,0.00074014
11.7819,1.18E-02,7.10E+18,0.0052418,9.71E-05,0.00043778,0.00056049,8.12E-05,0.00075322
11.7927,1.18E-02,7.10E+18,0.0051911,9.61E-05,0.00045817,0.00056893,7.71E-05,0.00072908
11.8036,1.18E-02,7.11E+18,0.005169,9.73E-05,0.00043672,0.00056491,7.95E-05,0.00072292
11.8144,1.18E-02,7.12E+18,0.0051553,9.62E-05,0.00043307,0.00056433,7.62E-05,0.00072485
11.8253,1.18E-02,7.12E+18,0.0051628,9.60E-05,0.0004361,0.00055359,7.44E-05,0.00070127
11.8361,1.18E-02,7.13E+18,0.0051259,0.00010168,0.00044273,0.00054848,7.40E-05,0.00071671
11.847,1.18E-02,7.14E+18,0.0051527,9.92E-05,0.00042562,0.00054784,7.42E-05,0.00071533
11.8578,1.19E-02,7.14E+18,0.0050577,9.98E-05,0.00045323,0.0005577,7.38E-05,0.00069656
11.8686,1.19E-02,7.15E+18,0.0050899,9.61E-05,0.00044676,0.00053059,7.07E-05,0.00070969
11.8795,1.19E-02,7.16E+18,0.0050603,9.39E-05,0.0004588,0.00053185,7.29E-05,0.00069521
11.8903,1.19E-02,7.16E+18,0.0050335,9.38E-05,0.00045129,0.00054528,7.55E-05,0.00070721
11.9011,1.19E-02,7.17E+18,0.0050504,9.37E-05,0.00045307,0.00052969,7.28E-05,0.00069336
11.912,1.19E-02,7.18E+18,0.0049942,9.39E-05,0.00041037,0.00052813,7.71E-05,0.00067969
11.9228,1.19E-02,7.18E+18,0.0049634,9.45E-05,0.00045312,0.00051009,7.61E-05,0.00068008
11.9375,1.19E-02,7.19E+18,0.0048082,8.64E-05,0.00024716,0.00049902,7.63E-05,0.00064996
11.9507,1.20E-02,7.20E+18,0.0047875,8.86E-05,0.00029185,0.00050178,7.56E-05,0.00066828
11.9636,1.20E-02,7.21E+18,0.0047425,8.81E-05,0.00031839,0.00049603,7.05E-05,0.00066859
11.9773,1.20E-02,7.22E+18,0.0047314,9.09E-05,0.00035621,0.00050325,7.38E-05,0.00068497
11.9911,1.20E-02,7.22E+18,0.0047341,8.66E-05,0.00034438,0.00049648,6.96E-05,0.00066336
12.0048,1.20E-02,7.23E+18,0.004734,9.24E-05,0.00036086,0.00049627,7.30E-05,0.00065905
12.0183,1.20E-02,7.24E+18,0.004695,8.64E-05,0.00037447,0.00050276,7.05E-05,0.00064582
12.0309,1.20E-02,7.25E+18,0.004664,8.87E-05,0.00036762,0.00047514,7.59E-05,0.00065062
12.0435,1.20E-02,7.26E+18,0.0046591,8.66E-05,0.00038635,0.00049553,6.94E-05,0.00064245
12.0561,1.21E-02,7.26E+18,0.0046602,8.73E-05,0.00035956,0.00049434,6.93E-05,0.00065468
12.0687,1.21E-02,7.27E+18,0.0046453,8.53E-05,0.00038157,0.00048235,6.99E-05,0.00063576
12.0813,1.21E-02,7.28E+18,0.0045992,9.28E-05,0.00039152,0.00048678,6.82E-05,0.00064145
12.0939,1.21E-02,7.29E+18,0.0045747,8.46E-05,0.00038496,0.00049778,6.73E-05,0.00063757
12.1065,1.21E-02,7.29E+18,0.0045875,8.46E-05,0.00039918,0.00048579,6.50E-05,0.00063075
12.1191,1.21E-02,7.30E+18,0.0045393,8.86E-05,0.00039457,0.00047484,6.78E-05,0.00063769
12.1316,1.21E-02,7.31E+18,0.0045741,8.40E-05,0.00039679,0.00046275,6.68E-05,0.0006312
12.1442,1.21E-02,7.32E+18,0.004578,8.42E-05,0.00038213,0.000474,6.65E-05,0.00063337
12.1568,1.22E-02,7.32E+18,0.0045604,8.50E-05,0.00040814,0.00047602,6.66E-05,0.00061261
12.1694,1.22E-02,7.33E+18,0.0044949,8.90E-05,0.00040522,0.00047085,6.39E-05,0.00062068
12.182,1.22E-02,7.34E+18,0.0045305,8.69E-05,0.00039692,0.0004625,6.72E-05,0.00060488
12.1945,1.22E-02,7.35E+18,0.0044994,8.58E-05,0.000397,0.00046452,6.54E-05,0.0006125
12.2071,1.22E-02,7.35E+18,0.0044656,8.78E-05,0.000369,0.00046095,6.56E-05,0.00061932
12.2197,1.22E-02,7.36E+18,0.0044751,8.54E-05,0.0003985,0.00046048,6.55E-05,0.00061099
12.2322,1.22E-02,7.37E+18,0.0044804,8.36E-05,0.00039032,0.000449,6.85E-05,0.00060754
12.2448,1.22E-02,7.38E+18,0.0044313,8.35E-05,0.00038511,0.0004607,6.51E-05,0.00060398
12.2573,1.23E-02,7.38E+18,0.0044183,8.39E-05,0.0003974,0.00045713,6.01E-05,0.00059812
12.2699,1.23E-02,7.39E+18,0.0044247,8.29E-05,0.00038222,0.00044276,6.91E-05,0.00060865
12.2824,1.23E-02,7.40E+18,0.0044118,8.23E-05,0.00039005,0.00045994,5.90E-05,0.00059716
12.295,1.23E-02,7.41E+18,0.0043633,8.35E-05,0.00041267,0.00045666,6.07E-05,0.00059391
12.3082,1.23E-02,7.41E+18,0.0043642,8.30E-05,0.00038765,0.00045132,6.40E-05,0.0005911
12.3212,1.23E-02,7.42E+18,0.0043772,8.51E-05,0.00036489,0.00044889,6.47E-05,0.0005932
12.3343,1.23E-02,7.43E+18,0.0043393,8.05E-05,0.00038978,0.00044288,6.02E-05,0.00059399
12.348,1.23E-02,7.44E+18,0.0043234,8.24E-05,0.00035357,0.00043361,5.99E-05,0.00059397
12.361,1.24E-02,7.45E+18,0.0042822,8.65E-05,0.00038445,0.0004406,6.19E-05,0.00059406
12.3742,1.24E-02,7.45E+18,0.0042615,8.33E-05,0.00037352,0.00043606,6.01E-05,0.00058844
12.3879,1.24E-02,7.46E+18,0.0042924,8.44E-05,0.00034651,0.00043453,6.37E-05,0.00057475
12.4018,1.24E-02,7.47E+18,0.0042442,8.23E-05,0.00035611,0.00043846,5.99E-05,0.00056456
12.4156,1.24E-02,7.48E+18,0.0042618,7.98E-05,0.00035555,0.00043833,5.82E-05,0.00058067
12.4294,1.24E-02,7.49E+18,0.0042253,8.11E-05,0.00036061,0.00042702,6.23E-05,0.00057883
12.4433,1.24E-02,7.50E+18,0.0042216,7.69E-05,0.00034729,0.00042428,6.13E-05,0.00055685
12.4589,1.25E-02,7.51E+18,0.0041336,7.26E-05,0.00021925,0.00041659,7.04E-05,0.00054911
12.4723,1.25E-02,7.51E+18,0.0041572,7.22E-05,0.00024665,0.00042278,6.40E-05,0.00055378
12.4877,1.25E-02,7.52E+18,0.0041567,7.78E-05,0.0002377,0.00041956,6.14E-05,0.00057074
12.5023,1.25E-02,7.53E+18,0.0041042,7.77E-05,0.00027976,0.00040712,6.12E-05,0.00054779
12.5159,1.25E-02,7.54E+18,0.0040924,7.48E-05,0.00027844,0.00040858,6.00E-05,0.0005497
12.5287,1.25E-02,7.55E+18,0.0040461,7.75E-05,0.00031014,0.00041851,5.99E-05,0.00055019
12.5433,1.25E-02,7.56E+18,0.0040572,7.67E-05,0.0002958,0.00042012,5.83E-05,0.000548
12.5578,1.26E-02,7.56E+18,0.004018,7.65E-05,0.00032001,0.00041167,6.34E-05,0.00054618
12.5717,1.26E-02,7.57E+18,0.0040126,7.78E-05,0.00031383,0.00040762,5.93E-05,0.00054256
12.5855,1.26E-02,7.58E+18,0.0040165,7.34E-05,0.00031202,0.00042441,6.20E-05,0.00055824
12.6005,1.26E-02,7.59E+18,0.0039958,8.01E-05,0.00033041,0.00040169,6.22E-05,0.00053934
12.6145,1.26E-02,7.60E+18,0.0040034,7.51E-05,0.00029979,0.00041034,6.04E-05,0.00054486
12.6284,1.26E-02,7.61E+18,0.0039871,7.60E-05,0.00030915,0.00040422,5.76E-05,0.00054505
12.6434,1.26E-02,7.62E+18,0.0039538,7.67E-05,0.00031848,0.00038919,5.76E-05,0.0005449
12.6574,1.27E-02,7.62E+18,0.0039485,7.49E-05,0.00034622,0.00041713,5.44E-05,0.00053002
12.6724,1.27E-02,7.63E+18,0.0039859,7.55E-05,0.00032974,0.00039333,5.62E-05,0.00055383
12.6875,1.27E-02,7.64E+18,0.0039664,7.74E-05,0.00034367,0.0004004,5.83E-05,0.00052443
12.7015,1.27E-02,7.65E+18,0.0039485,7.87E-05,0.00035955,0.00041362,5.38E-05,0.00053499
12.7162,1.27E-02,7.66E+18,0.0039453,7.44E-05,0.00032308,0.00040053,5.64E-05,0.00052929
12.7292,1.27E-02,7.67E+18,0.0039149,7.56E-05,0.00033336,0.00039302,5.47E-05,0.00053684
12.743,1.27E-02,7.68E+18,0.0039166,7.43E-05,0.000333,0.00039586,5.94E-05,0.00053819
12.7568,1.28E-02,7.68E+18,0.0039105,7.24E-05,0.00034769,0.00038903,5.45E-05,0.00052563
12.7718,1.28E-02,7.69E+18,0.0039141,7.31E-05,0.00033028,0.00038804,5.40E-05,0.00052133
12.7869,1.28E-02,7.70E+18,0.0039304,7.73E-05,0.00032411,0.00038661,5.32E-05,0.00051911
12.8008,1.28E-02,7.71E+18,0.0039165,7.28E-05,0.00034693,0.00038931,5.21E-05,0.00051325
12.8158,1.28E-02,7.72E+18,0.0038727,7.77E-05,0.00032565,0.00038027,5.46E-05,0.00051811
12.8298,1.28E-02,7.73E+18,0.0038474,7.56E-05,0.00034357,0.00038477,5.55E-05,0.00052596
12.8447,1.28E-02,7.74E+18,0.0038836,7.58E-05,0.00034445,0.00039335,5.43E-05,0.00051375
12.8598,1.29E-02,7.75E+18,0.0038727,7.32E-05,0.00035281,0.00039073,5.39E-05,0.00051269
12.8749,1.29E-02,7.76E+18,0.003845,7.52E-05,0.00035956,0.00037935,5.82E-05,0.00051686
12.8898,1.29E-02,7.76E+18,0.0038526,7.36E-05,0.00035155,0.00038346,5.36E-05,0.00051808
12.9038,1.29E-02,7.77E+18,0.0038489,7.36E-05,0.00035865,0.00037063,5.45E-05,0.00051964
12.9186,1.29E-02,7.78E+18,0.0038511,7.27E-05,0.00035151,0.00037148,5.45E-05,0.00050576
12.9327,1.29E-02,7.79E+18,0.0038449,7.38E-05,0.00037808,0.00036671,5.31E-05,0.00051706
12.9475,1.29E-02,7.80E+18,0.003833,7.21E-05,0.00036133,0.000366,5.39E-05,0.0005143
12.9613,1.30E-02,7.81E+18,0.0038307,7.33E-05,0.00037131,0.00038066,5.55E-05,0.00050165
12.9751,1.30E-02,7.82E+18,0.0038273,7.07E-05,0.00036763,0.00037917,5.17E-05,0.00050507
12.9888,1.30E-02,7.82E+18,0.0037831,6.72E-05,0.00035455,0.00037239,5.28E-05,0.00049773
13.0029,1.30E-02,7.83E+18,0.0038239,7.27E-05,0.0003475,0.00036965,5.81E-05,0.00049101
13.018,1.30E-02,7.84E+18,0.0038001,7.03E-05,0.0003663,0.00036483,5.13E-05,0.0005072
13.0342,1.30E-02,7.85E+18,0.003697,7.29E-05,0.00018711,0.00034586,6.48E-05,0.00050304
13.048,1.30E-02,7.86E+18,0.0036763,6.65E-05,0.00020143,0.00036094,5.56E-05,0.00050321
13.0618,1.31E-02,7.87E+18,0.0036571,7.01E-05,0.00022616,0.00037353,5.49E-05,0.00048467
13.0757,1.31E-02,7.88E+18,0.0036503,6.85E-05,0.00024162,0.0003415,5.72E-05,0.00048405
13.0895,1.31E-02,7.89E+18,0.003662,6.58E-05,0.00026974,0.00035711,5.64E-05,0.00050066
13.1021,1.31E-02,7.89E+18,0.003636,7.17E-05,0.00026502,0.00035964,5.42E-05,0.00048312
13.1158,1.31E-02,7.90E+18,0.0036413,6.63E-05,0.0002693,0.00034642,5.80E-05,0.00049196
13.1296,1.31E-02,7.91E+18,0.003604,7.08E-05,0.00027993,0.00035287,5.16E-05,0.00049041
13.1422,1.31E-02,7.92E+18,0.003644,7.20E-05,0.00027391,0.00035338,4.85E-05,0.00048588
13.1558,1.32E-02,7.93E+18,0.0036216,6.80E-05,0.00027074,0.00035146,5.08E-05,0.00049648
13.1696,1.32E-02,7.93E+18,0.0036124,6.92E-05,0.00028954,0.00035881,5.55E-05,0.00047789
13.1837,1.32E-02,7.94E+18,0.0036014,6.98E-05,0.00028919,0.00036035,5.21E-05,0.00049465
13.1985,1.32E-02,7.95E+18,0.0036154,7.03E-05,0.00028081,0.00035254,4.99E-05,0.00048093
13.2123,1.32E-02,7.96E+18,0.0036129,6.66E-05,0.00028423,0.00034638,5.46E-05,0.00049212
13.2263,1.32E-02,7.97E+18,0.0035892,6.98E-05,0.00031775,0.00035493,4.73E-05,0.00048187
13.24,1.32E-02,7.98E+18,0.0036138,6.95E-05,0.00030324,0.00036176,4.78E-05,0.00047794
13.2539,1.33E-02,7.98E+18,0.0035693,6.62E-05,0.00030314,0.00035789,5.50E-05,0.00046266
13.269,1.33E-02,7.99E+18,0.0035602,6.84E-05,0.00030022,0.00035993,4.92E-05,0.00047809
13.2829,1.33E-02,8.00E+18,0.0035729,6.94E-05,0.00028665,0.00034467,5.16E-05,0.00047772
13.2978,1.33E-02,8.01E+18,0.0035656,7.08E-05,0.00028678,0.00035608,4.91E-05,0.00048149
13.3114,1.33E-02,8.02E+18,0.003549,7.20E-05,0.00029806,0.00034082,4.80E-05,0.00047995
13.325,1.33E-02,8.03E+18,0.0035374,7.06E-05,0.00030657,0.00035281,4.88E-05,0.00046672
13.3391,1.33E-02,8.04E+18,0.0034758,6.78E-05,0.00030282,0.00035286,4.97E-05,0.00046546
13.3529,1.34E-02,8.04E+18,0.0035371,7.09E-05,0.00027993,0.00033729,4.85E-05,0.00048946
13.3664,1.34E-02,8.05E+18,0.0035024,7.04E-05,0.00028187,0.00033053,5.16E-05,0.00048081
13.38,1.34E-02,8.06E+18,0.0035177,6.88E-05,0.00026368,0.00034786,4.33E-05,0.00045741
13.3929,1.34E-02,8.07E+18,0.0035446,7.15E-05,0.00026933,0.00035416,4.47E-05,0.00046935
13.4075,1.34E-02,8.08E+18,0.0035079,6.50E-05,0.00027388,0.00034711,5.16E-05,0.00045765
13.4203,1.34E-02,8.08E+18,0.0035048,7.10E-05,0.0002769,0.00033391,4.82E-05,0.00046317
13.4342,1.34E-02,8.09E+18,0.0034475,6.47E-05,0.00028229,0.00033317,5.23E-05,0.00045787
13.4478,1.34E-02,8.10E+18,0.0034629,6.72E-05,0.00026848,0.0003428,4.73E-05,0.00044802
13.4605,1.35E-02,8.11E+18,0.0034751,6.90E-05,0.00027108,0.00032296,5.11E-05,0.00045541
13.4739,1.35E-02,8.12E+18,0.003467,6.91E-05,0.00030245,0.00034137,4.81E-05,0.00043743
13.4863,1.35E-02,8.12E+18,0.0034549,7.09E-05,0.0002679,0.00034008,4.58E-05,0.00046201
13.4999,1.35E-02,8.13E+18,0.0034887,6.72E-05,0.00027953,0.00035015,4.48E-05,0.00044253
13.5138,1.35E-02,8.14E+18,0.0034463,6.66E-05,0.00025119,0.00033867,4.96E-05,0.00044114
13.5281,1.35E-02,8.15E+18,0.0034277,6.99E-05,0.00029302,0.00033153,5.00E-05,0.00045437
13.5422,1.35E-02,8.16E+18,0.0034351,6.88E-05,0.00026654,0.00033384,4.68E-05,0.00043991
13.5558,1.36E-02,8.17E+18,0.0034189,6.99E-05,0.00027954,0.00031531,4.71E-05,0.0004584
13.5684,1.36E-02,8.17E+18,0.0034304,6.50E-05,0.00029241,0.00033626,4.41E-05,0.00044299
13.5829,1.36E-02,8.18E+18,0.0034596,6.89E-05,0.00021512,0.00032084,5.99E-05,0.0004579
13.5964,1.36E-02,8.19E+18,0.0034573,6.48E-05,0.00021603,0.00032731,5.20E-05,0.00046662
13.6091,1.36E-02,8.20E+18,0.003422,6.93E-05,0.00025013,0.00033186,5.13E-05,0.00047486
13.6218,1.36E-02,8.21E+18,0.0034329,6.63E-05,0.00024215,0.00033067,4.95E-05,0.00047811
13.6344,1.36E-02,8.21E+18,0.003471,6.78E-05,0.00023862,0.00034283,5.03E-05,0.00046027
13.6471,1.36E-02,8.22E+18,0.0034338,6.73E-05,0.00025841,0.00034072,4.58E-05,0.00045553
13.6598,1.37E-02,8.23E+18,0.0034182,7.03E-05,0.00025251,0.00033942,5.01E-05,0.0004617
13.6724,1.37E-02,8.24E+18,0.0033846,6.25E-05,0.00027562,0.00033007,4.99E-05,0.00045408
13.6851,1.37E-02,8.24E+18,0.0034048,6.81E-05,0.00027109,0.00032951,5.08E-05,0.00044391
13.6982,1.37E-02,8.25E+18,0.0034293,6.51E-05,0.00028812,0.00031868,4.91E-05,0.00046882
13.7119,1.37E-02,8.26E+18,0.0034264,6.89E-05,0.00029199,0.00032418,4.89E-05,0.00045089
13.7248,1.37E-02,8.27E+18,0.0034186,6.63E-05,0.00029092,0.00031289,5.03E-05,0.00046751
13.7388,1.37E-02,8.28E+18,0.0033863,6.84E-05,0.00030433,0.00032505,4.77E-05,0.0004402
13.7527,1.38E-02,8.28E+18,0.0033961,6.64E-05,0.0003077,0.00030191,5.05E-05,0.00046695
13.7667,1.38E-02,8.29E+18,0.003409,6.98E-05,0.00029915,0.00032556,4.42E-05,0.00044378
13.7806,1.38E-02,8.30E+18,0.003404,6.76E-05,0.00030773,0.00033158,4.45E-05,0.000427
13.7946,1.38E-02,8.31E+18,0.0033738,6.82E-05,0.00029093,0.00032538,4.87E-05,0.00045723
13.809,1.38E-02,8.32E+18,0.0033768,6.45E-05,0.00028417,0.00032063,5.08E-05,0.00045474
13.8243,1.38E-02,8.33E+18,0.003349,6.92E-05,0.0002839,0.00032357,4.66E-05,0.0004504
13.841,1.38E-02,8.34E+18,0.0033517,6.62E-05,0.00027936,0.00032811,4.27E-05,0.00044495
13.8568,1.39E-02,8.35E+18,0.0033324,6.83E-05,0.00026559,0.00032855,4.56E-05,0.0004444
13.8725,1.39E-02,8.36E+18,0.0032811,6.55E-05,0.00029576,0.00031017,4.50E-05,0.00043785
13.8879,1.39E-02,8.37E+18,0.0033035,6.66E-05,0.00028016,0.00033499,4.79E-05,0.00043249
13.9034,1.39E-02,8.38E+18,0.0033442,6.40E-05,0.00023948,0.0003339,4.70E-05,0.00043939
13.9182,1.39E-02,8.38E+18,0.0032741,6.61E-05,0.00025834,0.00031935,4.27E-05,0.00043957
13.9335,1.39E-02,8.39E+18,0.0032656,6.52E-05,0.00027129,0.00031276,5.15E-05,0.00043218
13.9482,1.39E-02,8.40E+18,0.0032719,6.58E-05,0.00026708,0.00030904,4.39E-05,0.00043443
13.9635,1.40E-02,8.41E+18,0.0032447,6.56E-05,0.00024536,0.00031915,4.55E-05,0.00044143
13.9779,1.40E-02,8.42E+18,0.0032434,6.79E-05,0.00023088,0.00031704,4.52E-05,0.00042994
13.9922,1.40E-02,8.43E+18,0.0032309,6.49E-05,0.00025682,0.00031104,4.48E-05,0.00042423
14.0066,1.40E-02,8.44E+18,0.0032419,6.56E-05,0.00026842,0.00030392,4.65E-05,0.00042543
14.0209,1.40E-02,8.45E+18,0.0032218,6.67E-05,0.00025307,0.00030731,4.72E-05,0.00041918
14.0352,1.40E-02,8.45E+18,0.0032211,6.62E-05,0.0002593,0.00030276,4.49E-05,0.00042155
14.0495,1.40E-02,8.46E+18,0.003208,6.60E-05,0.00026378,0.00031254,4.32E-05,0.00042014
14.0639,1.41E-02,8.47E+18,0.0031735,6.81E-05,0.0002471,0.00030251,4.50E-05,0.00042932
14.0782,1.41E-02,8.48E+18,0.0031746,6.48E-05,0.00025602,0.00030616,4.18E-05,0.00041244
14.0925,1.41E-02,8.49E+18,0.0031937,6.73E-05,0.00024086,0.00030694,4.19E-05,0.000416
14.1068,1.41E-02,8.50E+18,0.0031961,6.38E-05,0.0002623,0.00031538,4.50E-05,0.00041611
14.1212,1.41E-02,8.51E+18,0.0031869,6.53E-05,0.00024564,0.00029489,4.29E-05,0.00042036
14.1355,1.41E-02,8.52E+18,0.0031833,6.52E-05,0.00022801,0.00030875,4.26E-05,0.00041499
14.1515,1.42E-02,8.53E+18,0.0032538,6.58E-05,0.00023602,0.00030484,5.49E-05,0.00043556
14.1673,1.42E-02,8.53E+18,0.0032272,6.35E-05,0.00020942,0.00031307,5.30E-05,0.00045337
14.1828,1.42E-02,8.54E+18,0.0032244,6.39E-05,0.00025804,0.00030973,4.75E-05,0.00042703
14.1972,1.42E-02,8.55E+18,0.0032204,6.27E-05,0.0002481,0.00031159,5.05E-05,0.0004221
14.2116,1.42E-02,8.56E+18,0.0031845,6.50E-05,0.00026085,0.00030703,4.96E-05,0.0004249
14.2263,1.42E-02,8.57E+18,0.0031983,6.68E-05,0.00025228,0.00032723,4.73E-05,0.00043132
14.2418,1.42E-02,8.58E+18,0.0032087,6.34E-05,0.00028822,0.00031417,4.67E-05,0.00041932
14.2562,1.43E-02,8.59E+18,0.0032087,6.21E-05,0.00026361,0.00030578,4.64E-05,0.00043386
14.2705,1.43E-02,8.60E+18,0.0032136,6.38E-05,0.00027242,0.00030285,4.85E-05,0.00042689
14.2852,1.43E-02,8.61E+18,0.0031726,6.60E-05,0.00027457,0.00031107,4.41E-05,0.0004294
14.3007,1.43E-02,8.61E+18,0.0032065,6.59E-05,0.00027816,0.00030389,4.04E-05,0.00042296
14.3151,1.43E-02,8.62E+18,0.0031732,6.07E-05,0.00027647,0.00030243,4.61E-05,0.00043495
14.3294,1.43E-02,8.63E+18,0.0031674,6.07E-05,0.00028235,0.00029699,4.11E-05,0.00042939
14.3438,1.43E-02,8.64E+18,0.0032039,6.25E-05,0.00025799,0.00030393,4.93E-05,0.0004173
14.3581,1.44E-02,8.65E+18,0.0031538,6.00E-05,0.00029102,0.00030946,4.55E-05,0.00041025
14.3728,1.44E-02,8.66E+18,0.0031572,6.19E-05,0.00030195,0.00030384,4.79E-05,0.00041045
14.3883,1.44E-02,8.67E+18,0.003173,6.75E-05,0.00028939,0.00030436,4.21E-05,0.00043174
14.4026,1.44E-02,8.68E+18,0.0031986,6.41E-05,0.00029718,0.00030298,4.16E-05,0.00042204
14.4173,1.44E-02,8.69E+18,0.003165,6.39E-05,0.00030937,0.00029622,4.44E-05,0.00042468
14.4331,1.44E-02,8.69E+18,0.0031402,6.46E-05,0.00030046,0.00030023,4.63E-05,0.00042884
14.4486,1.44E-02,8.70E+18,0.0031673,6.39E-05,0.00029311,0.00028925,4.36E-05,0.00041938
14.4633,1.45E-02,8.71E+18,0.0031695,6.43E-05,0.00028373,0.00031284,4.10E-05,0.00041962
14.4788,1.45E-02,8.72E+18,0.003158,6.36E-05,0.0002666,0.00031226,4.48E-05,0.00041037
14.4934,1.45E-02,8.73E+18,0.0031297,6.20E-05,0.00026971,0.00030606,4.11E-05,0.00041639
14.5092,1.45E-02,8.74E+18,0.0031539,6.00E-05,0.00030068,0.00029252,4.79E-05,0.00042886
14.525,1.45E-02,8.75E+18,0.0031366,6.12E-05,0.00028569,0.00028793,4.47E-05,0.00041957
14.5409,1.45E-02,8.76E+18,0.0031434,5.88E-05,0.00032414,0.00030117,4.23E-05,0.00041272
14.5567,1.46E-02,8.77E+18,0.0031067,6.31E-05,0.00030481,0.00028877,4.47E-05,0.00041257
14.5725,1.46E-02,8.78E+18,0.0031164,6.39E-05,0.00028364,0.00029637,4.43E-05,0.00041667
14.588,1.46E-02,8.79E+18,0.0031111,6.49E-05,0.00028207,0.00029784,4.35E-05,0.00040392
14.6028,1.46E-02,8.80E+18,0.0030981,6.72E-05,0.00030036,0.00028683,4.79E-05,0.00041622
14.6184,1.46E-02,8.81E+18,0.0031172,6.09E-05,0.0002849,0.0002986,4.39E-05,0.00040704
14.6344,1.46E-02,8.82E+18,0.0030996,6.26E-05,0.00028662,0.00028432,4.57E-05,0.00040621
14.6502,1.47E-02,8.83E+18,0.0031148,6.25E-05,0.00027464,0.00029009,4.67E-05,0.00039943
